,reference,prediction,rouge1,rouge2,rougeL,bs_f1_raw,bs_f1_rescaled
146,Mr. Williams invites Ms. Blair for a coffee. They will go to her favourite coffee place near the square in a side alley at 2 p.m.,Mr. Williams and Ms. Blair will meet for a coffee at 2 pm in a side alley near the square.,72.34,44.44,46.81,95.06,70.73
147,Serena's skin condition is fine now and she doesn't have to take medication. Tina has a similar condition but takes medication on a daily basis. Tina can call Serena if she has questions. ,Jeff hasn't been to the doctor lately and doesn't have to take meds. Tina has the same thing and takes meds every day.,30.0,17.24,30.0,91.4,49.05
148,"Kristina, Estefania and Jannette are watching America's Top Model.",Kristina is watching a new season of Tyra Banks on tv.,19.05,0.0,19.05,88.1,29.51
149,Daniel is going to Bologna today. He has to transfer there for a further flight. He will stay at the airport for two hours. Simone will visit Marco in December.,Daniel is flying to Bologna this fall. He will stay at the airport for 2 hours. Simone will come to Bologna in December for a weekend.,67.86,44.44,57.14,94.45,67.14
150,Mike will call Dale back in 2 hours.,Mike will call Dale back in 2 hours.,100.0,100.0,100.0,100.0,100.0
151,Timmy had a bad day at work. Timmy will bring some wine to Gemma's bbq at the weekend.,Timmy has a bad day at work. Gemma is organising a barbecue at the weekend. She will bring some wine and food.,68.29,46.15,48.78,94.25,65.94
152,Pat will arrive at around 9 pm. Bart will open the door and work in the morning from home. ,"Pat will come in the evening around 9 pm. Pat didn't catch the train today, but she has another project to finish. She will be there tomorrow morning. Bart will open the door for Pat. Pat is a painter.",44.07,28.07,33.9,91.49,49.55
153,Erin will meet Ashley in the restaurant for the interview. ,Erin and Ashley will meet at the camp or restaurant to do the interview.,66.67,18.18,58.33,94.94,70.0
154,"Maria, Kate, Tommy and Sam are going to a conference. Tommy will use Prezi instead of Power Point. He has a Prezi subscription for $10 a month.","Maria, Kate, Tommy and Sam are preparing a panel for the conference. Tommy will have a PowerPoint presentation.",53.33,32.56,48.89,92.24,54.03
155,"Maxwell pays Jeanice for 8 hours of babysitting and is grateful he found her. His son argued with a friend at school, and got agressive when the teacher reacted. Jeanice hasn't noticed if he has acted strangely recently. Maxwell and Jeanice can grab a coffe some time to discuss all the issues. ",Maxwell and Jeanice are going to have a coffee tonight to talk about Marcus's behavior at school.,19.72,8.7,14.08,88.19,30.03
156,"Mike, Tom and Ben will go for a beer.",Mike and Ben are going for a beer.,70.59,40.0,70.59,97.94,87.82
157,Leah met a creepy guy last night at a poetry reading. He knew she speaks German and named all the friends who went to a past event with her. She didn't tell him any of this. He googled her before. Leah had liked a post mentioning him 2 weeks earlier. ,Leah went to the poetry reading last night. She met a creepy man who talked to her about an event Leah attended. He called all of Leah's friends who had come with him. Leah asked him how he knew about it and he googled her out.,59.18,18.75,26.53,91.2,47.86
158,Nicky has just left Sam's place. Her phone is off.,Nicky's phone is off.,62.5,28.57,62.5,95.8,75.12
159,Ken is trying to play a prank on Greg.,Ken wants Greg's money back.,26.67,0.0,26.67,92.96,58.31
160,"Tom arrived safely, but without his luggage.",Alexander wants Tom to send him a message when he will be in taxi.,9.52,0.0,9.52,88.38,31.17
161,The university is throwing a carnival party for kids.,There are 5 bouncy castles and a huge bouncy dragon in the hall. Shane organized a carnival party for children at the university.,37.5,26.67,31.25,92.29,54.34
162,Ian is looking for his green folder. Sophie hasn't seen it but maybe Alex will know.,Ian left his green folder on the dining room table.,29.63,16.0,29.63,89.39,37.12
163,Simon will talk to Adrian in 5 minutes.,Simon will be free at 5 to talk to Adrian.,66.67,37.5,55.56,94.04,64.68
164,Jen is about to break up with her boyfriend. Jane knew from the beginning that they were not a good match. Jane is going to support Jen.,Jen is angry at her boyfriend because he doesn't want to give her back her money. Jane is angry because he doesn't want to give her back her money.,27.59,10.71,24.14,89.08,35.3
165,Poppy is not going to be home tonight but she won't reveal the reason to Dean. She won't be making dinner so Dean has to get something on his way home.,Dean and Poppy are going to have dinner tonight. Poppy is not preparing anything. Dean will get something for Poppy on her way home.,49.12,18.18,35.09,92.06,52.94
166,Gab wants to meet Kat in real life. Kat doesn't like Gab's insisting so she won't to talk to him at all.,Gab and Kat will meet for a drink.,18.18,0.0,12.12,89.18,35.92
167,Agatha is proud of herself because she has finished her presentation in Economics. She is very interested in Economics.,Agatha's presentation on Economics is ready.,30.77,0.0,30.77,90.79,45.45
168,"Imagine Dragons have a concert at ABC Theatre on 12 July. Sally wants to go with Tim. She bought tickets, they cost 70.",Imagine Dragons are coming to the ABC Theatre on July 12th. Sally and Tim will go to the concert together.,54.55,14.29,36.36,94.26,66.0
169,Andrew has discovered an issue with Bez's car in her absence but it seems to be ok. He will also take care of her plants until she is back on the 21st. ,"Andrew wants to take Bez's car to Krizingen, but it showed low brake fluid level. The car passed general inspection only in June. The plants in the basement are watered once a week.",32.35,9.09,23.53,87.89,28.23
170,Laura is going to visit her parents next Saturday. Keith might make a lasagne for her. Laura's mom has a birthday gift for her. ,Keith and Laura are visiting their parents on Saturday. They are studying for a big project. Keith's mum bought him a birthday present.,36.73,4.26,28.57,92.4,54.98
171,Pegah is in class till 15:00. She will work from 17:00 till around 21:30. She will be back at 22:00. Miriam invited people over and wants Pegah to come. Pegah will have a cup of tea with her when she gets back. Miriam will save Pegah some wine.,Pegah is in class till 15:00 and then she works from 17:00 till about 21:30. She will be back at 22:00.,57.14,45.33,54.55,93.78,63.12
172,Robert will pick up floating balloons for Tom's birthday.,"Robert will help Pam with Tom's birthday. Pam needs to go shopping, cook and clean. She doesn't have time to pick up the balloons.",44.44,23.53,27.78,91.32,48.57
173,"Shelly is voluntering at a food shelter and asks if others do some volunteer work. Tracy is not into that, but Jody always does some charity for Christmas.",This year Shelly is volunteering at the food shelter.,27.03,11.43,27.03,90.04,41.01
174,Jim will check out Max's latest music project when he gets home.,Jim will listen to his latest music project when he gets home.,72.0,60.87,72.0,95.8,75.09
175,Kane recommends the new 30 Seconds to Mars album to Shannon.,Shannon recommends Kane to listen to the new 30 seconds to mars album.,91.67,54.55,66.67,90.28,42.4
176,Andy is going to visit Paul in about 1 hour.,Andy will visit Paul in 1 hour.,70.59,40.0,70.59,96.42,78.81
177,Caroline and Megan play a guessing game - they need to guess which film a quote comes from.,Caroline is about to tugging on her testicles again.,15.38,0.0,15.38,86.59,20.55
178,Josh should check the email from Ron. ,Ron sent Josh something to check his email.,53.33,0.0,40.0,92.8,57.32
179,Phoebe cannot go out today because she broke a bottle of her mother's expensive perfume. Phoebe's mother is angry. The smell of the perfume in the apartment is too intense now.,Phoebe broke her mum's perfume.,25.64,0.0,25.64,91.04,46.9
180,Rob and Eve will meet on Sunday morning to go to the shops. Eve has something to do at about 3. ,Rob and Eve are meeting tomorrow. The stores are open. They have to go in the morning.,36.84,16.67,31.58,92.19,53.72
181,Betty shares a photo of a man with a cat with Sandra. Sandra's ex wants to get back. She misses him. Betty comes over with wine at 6.,Sandra has a special place in her heart for men who take care of animals. Her ex has been thinking about their split-up recently and he stated that it was a mistake. She will be at Betty's at 6.,28.57,2.94,20.0,88.71,33.09
182,Anna likes a new app in which you can virtually try on clothes. Peter is not quite convinced it is necessary.,Anna shares a photo of clothes with Peter. Peter doesn't know how many pairs of trousers he has.,20.0,0.0,20.0,88.33,30.87
183,Dan's had an injection with anaesthesis because he got swollen. He feels it's not working though and it still hurts him.,Dan got an injection with anesthesia but it doesn't work anymore and it hurts.,47.37,16.67,42.11,92.81,57.41
184,Archie is arriving from Southampton around midnight. He will travel by bus. He will call Judah.,Archie is arriving from Southampton around midnight. He will travel to his place by bus.,77.42,68.97,77.42,96.7,80.46
185,Chloe will watch the serious recommended by Biwott at the weekend.,Chloe hasn't watched the series that Biwott told her about yet. Chloe will watch it during the weekend.,46.67,21.43,33.33,93.07,58.92
186,Lauren want's to have a small tattoo above her ankle.,Lauren wants to get a small tattoo on her leg. Tessie knows a couple of guys who do it.,40.0,14.29,40.0,93.79,63.22
187,The toilet upstairs is blocked again. Wendy and David can't afford the plumber as Wendy spent the money on her sister's birthday present.,The toilet upstairs might be blocked. Wendy doesn't want to flush the toilet downstairs. Wendy's sister's birthday was on her sister's birthday and she had to get a present.,51.72,21.43,48.28,91.53,49.82
188,Kaylen wants to know if there is left-hand traffic in Rowen's country. He confirms there is. She thinks she wouldn't be able to drive there.,Rowen and Kaylen are driving left-hand traffic in Kaylen's country.,40.0,21.05,35.0,89.67,38.8
189,Tom wants to go to Robinson Crusoe's island.,Tom has to go to Robinson Crusoe Island.,82.35,53.33,82.35,96.81,81.08
190,"Titus agrees to help Emely with a language exercise. Emely sends Titus a photo of the filled out exercise, but he has trouble reading it.",Emely has problems with filling in the gaps in a task. Titus will send her a photo of the task and write her answers.,36.73,12.77,32.65,89.99,40.7
191,Marco will read Aldo's 12 page article that he spent 2 weeks writing.,Marco has received Aldo's email with 12 pages of his article.,38.46,8.33,38.46,92.87,57.75
192,"Harris' friend, Aoki, who lives in Michigan, died yesterday. Harris hasn't seen her for a few months.",Harris' friend Aoki died yesterday. She lives in Michigan and hasn't seen her for a few months.,88.89,70.59,77.78,97.31,84.06
193,"Hannah's New Year's resolutions are: work out, cook for herself, start dating. Brooklyn didn't make any. In the past she had, but she never fulfilled them. ","Hannah wants to change her life this year. First, she's going to lose weight and exercise every day, second, she's going to learn how to cook, and finally, she's going to find her future husband.",20.9,0.0,14.93,88.18,29.94
194,"Trevor got Abigail pregnant. When they were having sex without protection her father, a church pastor, kicked Trevor in the butt and Trevor came inside Abigail. ","Trevor needs advice on how to break up with his father, because Abigail sneaked into his house. Trevor's father is a church pastor. Richard wants Trevor to pay child support.",28.07,7.27,24.56,89.24,36.23
195,Jessica posts a lot regarding subjects she does nothing about in reality. Julia posts in a more genuine way. But Hillary thinks she does it to death and lacks real life.,"Julia likes her Instagram, Snapchat, Twitter and sometimes Facebook. Julia and Gail are addicted. Julia likes to share photos of her friends. Gail likes to spy on Ppl.",10.17,0.0,6.78,86.08,17.51
