,reference,prediction,rouge1,rouge2,rougeL,bs_f1_raw
587,爱德华明天不想去出差。劳伦压力很大，因为他们的老板要跟他们一起去。凯特觉得会没事的。会有客户见面会和展览会。,"Edward, Lauren和Kate明天要去出差 老板和他们一起去,他们要去参加展览",48.0,27.4,37.33,70.84
588,罗伯特给加布里埃发短信，安排他下午3点在办公室与达莱克见面前与他聚会。但是加布里埃尔一个月前就离职了，现在在家，所以他们今天不会见面。,罗伯特在下午5点和达雷克见面 Gabriel下午3点会和他一起来 罗伯特一个月前来拜访他的老朋友,37.25,20.0,31.37,70.09
589,苏珊的演讲是场灾难。贝基发烧了，汤姆会去学校接她，然后带她去他妈妈家。他一会儿要回办公室。,苏珊的演讲是一场灾难 贝琪的学校打来电话 贝琪发烧看到学校护士 汤姆会带她去他母亲家,58.23,38.96,50.63,78.86
590,伊森和里奥要在21点11分去见索斯塔弗。诺亚也想去，但他可能得工作到很晚。,诺亚和阿奇将于11月21日星期三见索尔斯塔菲尔。,33.96,11.76,22.64,71.01
591,玛伦半小时后就要去镇上了。她将给丽塔买一件礼物——凯泽的带黄色花纹的丝巾。它的售价为39，巴利和玛伦一人出一半钱。,半小时后Marleen就要出发去城里了 Barry在Kaiser家 Marleen想给Rita买礼物,35.14,13.89,32.43,64.07
592,卢卡斯、约那坦和达伦要去喝点啤酒。,达伦、卢卡斯和约翰坦 晚上会喝啤酒,73.33,28.57,53.33,83.52
593,赞德拉的女儿塔姆明天过生日。派对在特里西娅家开，所以欧文会骑自行车送生日蛋糕。赞德拉负责装饰，特里西娅负责食物，还有一个公司负责装饰外面的景点。,"Tricia正在为Zandra女儿的生日准备一个蛋糕 明天派对在Zandra的家里开始,Tricia会派Erwin去买蛋糕",37.62,14.14,23.76,63.88
594,拉弗和莎拉都不记得给劳拉回复，但她还是成功了，莎拉和劳拉都在林内特。,劳拉没有从莎拉那里得到任何答案 Raf忘记回信了 劳拉在Linate,39.29,11.11,32.14,66.27
595,亚当十分钟后要参加考试。,亚当十分钟后就要参加考试了,91.67,81.82,91.67,93.93
596,莉娜有她的钥匙。保罗回家的时间比他想的要晚。保罗15分钟后会给莉娜打电话告诉她发生了什么。,"他15分钟后会打电话给莉娜,她会告诉他的",54.24,31.58,37.29,74.54
597,奈杰尔昨晚去了费利克斯·拉班德在巴黎的演唱会， 鲍勃也喜欢他。,奈杰尔昨晚去了费利克斯·拉班德在巴黎的音乐会,79.17,73.91,79.17,89.83
598,在埃弗顿的足球比赛中，一只可爱的小黑猫钻进了球场。,一只猫侵入了古迪森的球场,40.0,12.12,34.29,75.07
599,杰森叔叔为尤恩的毕业感到高兴。,尤恩的侄子毕业了,45.45,30.0,45.45,70.98
600,丹尼尔、迈克尔、马特和布莱恩将前往克罗地亚、波斯尼亚和黑塞哥维那。他们在打包。迈克尔提醒他们带上护照，因为波斯尼亚和黑塞哥维那不在欧盟之内。他们将前往莫斯塔尔和波斯尼亚的山区。,丹尼尔正在收拾行李 布莱恩会收拾他的护照,22.22,10.31,18.18,63.52
601,罗斯想唱卡拉ok，钱德想录下来玩。,罗斯今晚想唱卡拉OK 钱德勒会来揍他,66.67,50.0,66.67,73.39
602,波比和哈里喜欢里斯本。波比不喜欢聚会，但她喜欢旅行和观光。哈里喜欢聚会、旅游和观光。,罂粟和哈利更喜欢里斯本 而不是政党。,30.19,19.61,30.19,70.37
603,布鲁克要盖尔过来看看昨天发生了什么。,布鲁克想让盖尔回家 因为昨天出了事,48.48,25.81,48.48,77.05
604,凯特、米丽娜和里贾娜的演讲进行得很顺利，三个人来听他们的演讲。,"演讲很精彩,有3个人来听演讲。",43.9,25.64,43.9,75.31
605,芭芭拉、肖恩和扎克今晚在芭芭拉家见面。肖恩会把狗带来的，肖恩和扎克会在这里过夜。,扎克会过来和肖恩过夜,39.13,18.18,34.78,73.41
606,奎恩和凯尔今晚要出去，凯尔在复活节离开学校给他叔叔打工。奎恩的父母想让他重修普通中等教育证书。凯尔的哥哥会给他们买烟酒。他们的朋友柯斯蒂在和内森·贝克约会奎因和凯尔约6点在俱乐部外见面。,"奎恩的表弟去年在砖砖业当学徒。奎恩讨厌学校,考试很烂。凯尔会请他哥哥给他们拿些伏特加和饼干。",29.46,12.6,23.26,71.2
607,迪克打算在弗兰克附近买一套公寓。迪克和弗兰克将在30分钟后参观公寓。,迪克和弗兰克将在32号楼购买公寓 弗兰克将带来10%或15%的翻新。他们将获得良好的抵押贷款利率。,38.89,28.57,33.33,73.3
608,米娅和史蒂文想在八点钟吃点中国菜。,"电影从晚上9点开始,米娅和史蒂文 晚上8点会合吃中国菜",58.54,35.9,53.66,79.82
609,马歇尔邀请莉莉和他一起看netflix。,Marshall和Lilly今晚会看Netflix的节目,25.0,9.09,25.0,54.79
610,詹姆斯对他的教练很生气，已经给他发了信息。托尼认为教练很好，尽管他很烦人。,詹姆斯出队了 因为那个讨厌的教练,33.33,17.39,29.17,63.19
611,普莉希拉对斯图很生气，因为他的朋友亚历克斯没有给她提供合适的软件。她只好在网上买。,"亚历克斯下载了开放办公室和其他一些程序,并将其放入光盘。",15.62,9.68,12.5,63.6
612,海伦会帮丽塔一个忙。她将对打捞行业进行调查，以了解他们是否有任何公共关系问题。,Rita需要她客户Savage Industries的信息,4.26,0.0,4.26,52.89
613,金杰需要吃一些甜的东西。菲利斯正在烤馅饼。金杰很快就会来找菲利斯。,Ginger需要糖 Phylis在烤馅饼,30.77,21.62,30.77,64.06
614,安东尼不能在9点和罗伯特见面，因为他那时有约会。,罗伯特现在和孩子在一起 安东尼会和安德鲁去约会,45.45,23.81,27.27,69.92
615,纳特正在工作，完成后会给吉尔打电话。,吉尔上班无聊了 内特下班后会打电话给她,52.94,25.0,35.29,75.5
616,杰克今年拿到了第一个totw ，汤姆的团队并不出色。,Jake今年运气好 汤姆的运气也好,30.3,19.35,30.3,62.32
617,罗斯玛丽和维多利亚想在这个周末录制唱片。罗斯玛丽没有笔记本电脑，而维多利亚的平板电脑没有足够的内存来记录。罗斯玛丽会向别人借一台笔记本电脑，然后再回来找维多利亚。,"Victoria,Rosemary和Rosemary周末会录制鼓声,Rosemary没有工作笔记本电脑。Victoria有一个2GB内存的平板电脑。",41.82,22.22,30.91,68.06
618,凯斯送给外孙乔丹20英镑和一张生日卡，作为他11岁生日的礼物。,乔丹准时拿到生日卡和钱 他喜欢托马斯坦克引擎,33.33,13.04,25.0,65.72
619,简大约会迟到10分钟。亚历克斯在左边的入口处等着，他们要去参加一个会议。这可能是简和亚历克斯最后一次接触他们的机会了。,Jane可能迟到10分钟 Alex在左边入口 Jane的公交车要迟到了 她刚通过超市,36.14,19.75,28.92,64.24
620,肯的日子不好过。,"肯很沮丧,很沮丧,很紧张,很愤怒",10.0,0.0,10.0,56.13
621,菲尔收到了迪安娜的一张卡片，康斯坦丁很开心。菲尔有副墨镜。蒂娜在后面收音机上面找到的。迪安娜和菲尔也不知道他们属于谁。菲尔会留着这副墨镜的。,菲尔给迪安娜寄了一张卡森太阳镜的照片 迪安娜在Adrian车后座的空地方找到的,43.3,23.16,30.93,70.6
622,爱丽丝的爸爸要来呆一个月，装修乔的房子。金的妈妈和爱丽丝的父母星期六会来这里。爱丽丝和金将在周五8点后爱丽丝上完瑜伽课后见面。,爱丽丝的爸爸要来给乔家装饰一个月 爱丽丝的妈妈周六在这里 爱丽丝在六点半上瑜伽课 爱丽丝晚上8点后会回家,70.37,45.28,51.85,81.74
623,对杰西卡来说，最恐怖的地方是巴勒莫的僧帽猴地下墓穴。,杰西卡和奥利正在讨论 他们去过的最恐怖的地方,44.44,32.56,40.0,69.31
624,玛丽亚想做自由职业者。斯宾塞是个艺术家。中介和社交媒体帮助他获得新客户。他每月挣1000英镑左右。斯宾塞鼓励玛丽亚发展自己的才能，尝试做自由职业者。,"Spencer每周在咖啡馆工作16小时,每周余下时间他必须整理插图。他得到新的客户,其中一些人看到他出售的商店里印刷,并直接与他联系。",15.0,1.69,11.67,62.77
625,蒂姆想为他的同事组织一个棋盘游戏之夜。乔有一些关于从哪里开始的好主意和提示。,乔建议他如何组织一个新的游戏晚会和什么游戏。,35.09,14.55,28.07,69.8
626,理查德、霍利和安妮的项目将于12月15日到期。安妮和理查德将于明天下午3点在第8街的星巴克见面。霍利不在城里，但她今晚会做一些调查并发送给他们。,"Richard, Holy和Anne明天下午3点在星巴克碰头",27.16,20.25,27.16,62.89
627,古尔敦得了流感。他感觉好多了。古尔敦希望他周三能回到大学。罗斯和他的球队赢了最后一场比赛。,"Russ感觉好多了。他本周不会回到大学,但他希望能在星期三回来。Russ现在感觉有点虚弱。Russ三个月前得了流感。Russ的团队赢得了最后一场比赛。",61.22,37.5,44.9,79.7
628,利奥、查理和奥利弗正在看一个奇怪恶作剧的视频。查理有矛盾的感觉。利奥和奥利弗非常喜欢视频的怪异部分，尤其是3:24和5:24处。,Leo和Charlie和Oliver分享了一段视频,17.91,3.08,11.94,57.2
629,妈妈和塞萨利亚互送圣诞祝福。,妈妈祝瑟莎莉亚和麦克圣诞快乐,51.85,16.0,37.04,78.43
630,jp不想玩，因为到了上班时间了。,萨玛拉不想玩,31.58,23.53,31.58,63.84
631,迈克尔不能在晚上8点之前离开办公室，所以他不能见汤姆。迈克尔明天会给汤姆打电话。,迈克尔晚上8点前不能离开办公室 他明天会打电话给汤姆,80.65,53.33,64.52,85.77
632,丹想让凯文在上班的路上给他买个三明治。,凯文在去上班的路上会给丹买个三明治,85.71,60.61,80.0,86.99
633,西蒙和查理钦佩波兰的反移民政策和捍卫自身价值观和利益的方式。,"西蒙分享了一幅有趣的、可怕的移民政策照片, 该照片降低了欧盟公民的安全程度。",25.4,13.11,25.4,64.7
634,蒂莉应该在4点前回家，但她被留堂了。学校应该通知她的父母，但是没有。山姆要回家了。蒂莉40分钟后回家。她到时会给山姆打电话。,Tilly要离开学校了 她回家40分钟 Sam回家后会打电话给她,49.35,18.67,36.36,69.65
635,格洛丽亚和梅尔计划星期六在梅尔家吃烧烤。他们很高兴，因为泰德的姐姐搬到了苏格兰。梅尔需要格洛丽亚对花园设计的建议。,"Mell和Gloria正在Gloria家举行烧烤,他们考虑延长阳台",19.44,8.57,19.44,62.48
636,海莉还没去过i-max电影院，惠特尼想带她去看《海王》。海莉会尽量找时间的，惠特尼告诉海莉，沙德瑞克和他的女朋友要和他们一起去。,惠特尼和沙德拉克 将随惠特尼 到I -max电影院 在Aqua man获释的当天。,39.51,22.78,17.28,68.62
637,雅各布、珍妮和乔治在互相诉说他们得到了什么圣诞礼物。,Jacob圣诞节得到了一个拳击手 Jenny得到了训练鞋 George得到了一个烹饪锅,19.23,12.0,11.54,59.49
638,林肯弄坏了哈德森的马桶座圈。哈德森会更换铰链。林肯不用偿还哈德森。,林肯打破了哈德逊的马桶 他将买和安装一个新的,31.37,20.41,31.37,73.36
639,凯瑟琳会在11点左右带她去凯拉那里。,Kayla11点会带她去她爸爸家,44.44,24.0,37.04,67.35
640,马丁打算帮洛雷娜组装一张新桌子。他明天要去她家。,马丁明天会帮她,41.38,14.81,34.48,71.64
641,艾米允许埃弗雷特把她的号码给拉尔夫。,埃弗雷特的朋友拉尔夫 上周在酒吧介绍他认识艾米,51.28,32.43,41.03,73.58
642,戴安娜不喜欢罗斯把工作放在首位，而不花时间陪她。,Diane得工作两小时才能为今晚做准备,16.22,5.71,16.22,54.33
643,艾德、瓦莱丽、里斯、罗、艾妮、杰西卡、马特都在嘲笑没有婚姻的性爱的罪恶。,艾德 瓦莱丽 克里斯 阿特尼和马特要结婚了,42.55,26.67,42.55,67.62
644,格雅和克里斯蒂娜准备在格雅的工作室见面，讨论拍摄的事情。克里斯蒂娜倾向于星期三和星期五。,Cristina和Gaya下周会在Cristina的演播室见面 讨论拍摄事宜,36.07,20.34,36.07,68.06
645,马特和托尼想明年7月去波兰听邦·乔维的音乐会，趁着门票还未售罄，他们打算花250波兰兹罗提买票。菲尔会考虑的，然后告诉他们。,Bon Jovi明年七月会来华沙 票价非常贵 菲尔会为Bon Jovi买票,25.97,10.67,20.78,62.34
646,丹成功做了一顿烧烤，并将通过splitwise分摊账单。他让没有吃的人退出去。,Ashley和Sara没有BBQ的食品 Eric和Gery自己煮了鸡肉和阿斯帕拉格斯。Gerardo把他们从交易中带走了。,15.63,3.23,9.38,62.77
647,卡米拉和哈珀同意今晚点餐看电影。,哈珀会买一瓶葡萄酒 外卖 晚上再住,20.0,7.14,20.0,65.36
648,亨利和彼得参加生日聚会要迟到了。迈克尔和瓦内萨在路上了发生了一起严重的事故，彼得不知道他们什么时候能赶到。亨利可能会比彼得先来。,哈里堵车了 一半的客人已经来了,13.51,2.78,10.81,57.48
649,卡伦的三星s8过热了，所以他要去店里修理。,Callan的三星S8有黑屏 过热需要一段时间才能重新开始,38.1,25.0,38.1,63.69
650,迈克在伦敦。,杰克在伦敦,80.0,75.0,80.0,87.35
651,安德里亚的儿子病了，她请了一天假带他去看医生。,"Andrea今天不能上班,因为她儿子病了 Patrick会带他儿子去看医生",53.33,32.56,44.44,72.3
652,菲尔花了很长时间才完成圣诞采购，但他可能把所有东西都弄到手了。他一小时后到家。菲尔到的时候，他的苹果派就在烤箱里。,菲尔在等南希做苹果派,19.35,10.0,16.13,58.63
653,派珀今晚就能拿到钱。客户喜欢派珀的工作，并希望与她长期合作。,布莱恩的经理今晚会把钱寄给Piper 客户喜欢Piper的工作,40.82,25.53,40.82,68.22
654,里奇和克莱看了一场非常精彩的足球比赛，一个足球运动员把球铲回自己的脚边，特别刺激。何塞信任那个球员。,"Pogba把球切到右脚时就脱了位子,在头60分钟后就该得分。",11.59,2.99,8.7,58.88
655,西比尔很生气，因为她不能预订从明尼阿波利斯到巴黎的航班。法航设法解决了这个问题。,"Sybille试图让她在线登记AF3581号航班从明尼阿波利斯飞往巴黎的第29次航班。她的儿子昨天不能得到他的航班,所以她要求延期。法国航空公司将文件交给了一名特工。Sybille的儿子只有16岁,他不得不在机场睡觉。",31.15,18.33,26.23,69.98
656,娜塔莉、哈丽特和劳拉将预订今天的机票。,娜塔莉亚 哈丽特和拉拉 今天要订班机,72.73,38.71,66.67,82.61
657,汉斯请斯莱德带球来训练。,斯莱德会带着球来练习,66.67,31.58,66.67,82.28
658,在妹妹21岁生日时，霍尔特向他的女朋友们征求礼物的建议。翠娜推荐化妆品，而祖拉推荐dvd或丛书。,Holt想为他姐姐的生日买化妆品,25.93,11.54,18.52,65.27
659,乔治娅发来一张照片，罗克珊娜和萨默都建议乔治娅买下它。,乔治亚喜欢夏天的服装 她会在派对上穿,9.52,5.0,9.52,62.33
660,麦莉累了，明天不想工作。,米莉明天不想上班,55.56,37.5,55.56,81.87
661,格雷格要求尼娜在他出差期间为他提供两天住宿。,格雷格来出差了 他会在尼娜家再待两个晚上 他们会接他下班,46.81,17.78,29.79,71.44
662,阿迈勒和阿米尔看了碧昂斯的微博，觉得她很棒。,Amal喜欢Beyonce的推特。,7.41,0.0,7.41,59.68
663,亚历克看到美国的达人秀，他发了个链接给亚莉克莎。,艾力克和Alexa正在讨论 美国最新的才艺秀,25.64,5.41,25.64,66.15
664,凯利还没有收到租金，因为约翰把钱汇错了银行帐户。他将去银行解决这个问题。,Kelly还没收到租金 John寄到正确的帐号了,32.65,17.02,28.57,66.34
665,詹姆斯要去上班，所以他不看比赛。,James没在看比赛,30.0,22.22,30.0,67.46
666,莉莉安已经告诉他们她在海伦那里。,莉莉安的手机电池没电了 她在海伦家,45.16,34.48,45.16,69.61
667,佛莱迪会在学校的音乐会上演唱，并给西蒙发了3首伴唱曲目。,西蒙和芭芭拉将在周五的学校音乐会上唱歌 弗雷迪会派西蒙后退,48.15,23.08,37.04,75.28
668,汤米乘公共汽车。他和韦恩一起度过了一个愉快的周末。他们将在晚上交谈。,汤米的妈妈忘了从车站接他 所以他会坐公车,32.0,4.17,20.0,64.88
669,特雷弗晚上九点会去托拜厄斯家见他。,Tobias和Trevor9点在Tobias家碰头喝啤酒,13.79,0.0,13.79,56.16
670,奥特姆已缝好衣裳。,以色列还没有时间为秋天缝衣服。,18.18,0.0,18.18,68.46
671,弗朗西斯刚从福斯日回来。她和费迪南以及她的狗艾登在一个农场的房子里呆了一个星期。,Frances和Aiden在Frances的农舍度过了一个美好的新年夜,28.07,7.27,21.05,59.51
672,宝拉过不了游戏的637级。她要去网上找找通关方案。,宝拉发现游戏 与超硬水平不愉快。,28.57,12.12,22.86,64.42
673,卡卢姆和伯大尼怀疑你作为一个电脑调查员是否能挣8万。卡卢姆和伯大尼无法想象一整天都在接待顾客。,有个电脑调查员的广告 Bethany想赚八万块,26.23,16.95,22.95,64.45
674,杰基的姐姐怀孕比她计划的早了两年。杰基担心她的经济状况。,杰基的妹妹怀孕了 杰基的妹夫的妹夫挣的钱不够他的孩子,39.22,16.33,35.29,70.49
675,肖恩从不起床上早课，他至少要听一次才能拿到笔记。,Sean和Joseph明天早上去上课 他们会通过考试,20.51,5.41,15.38,59.46
676,安娜夜里胃疼得厉害，但她不知道其中的原因。她的妈妈乔安娜会用新鲜的薄荷叶为她做热茶。,"安娜胃痛,她吃麦片牛奶和香蕉做早餐",18.18,3.77,18.18,67.74
677,在多尔夫的提醒下，齐格勒明天会把护照带来。,齐格尔明天会带护照去多尔夫,68.75,40.0,43.75,76.79
678,凯特和杰夫在楼下接待处旁边的一个房间里。有位女士正在做杏仁蛋糕。,凯特和杰夫在接待会旁边的小房间里 凯特注意到一个女人在做蛋糕,71.19,45.61,64.41,83.72
679,拉里必须再次阅读电子邮件，随后和柯尔斯滕一起作出决定。柯尔斯滕得说服她丈夫。柯尔斯滕想邀请杰米和约翰参加。拉里和柯尔斯滕准备在大厅里摆放烛台。,"Larry, Kirsten和Sara 明年会在大厅里看到一个修道院",14.29,7.32,11.9,55.98
680,得有人把狗带出去。克洛伊今晚想去找梅根，而她爸爸今晚要加班。克洛伊必须回家把狗放出来，然后她就能见到梅根了。,克洛伊今晚要去梅根家,33.9,21.05,30.51,71.8
681,娜塔莉的钱包在她房间里。,娜塔莉的钱包在托比亚斯的房间,72.0,60.87,72.0,85.47
682,罗伯在找菲尔。罗伯需要跟他谈谈。菲尔明天早上会到他的办公室来。,菲尔正在找罗布 他正在从一个客户到另一个客户的路上,34.62,8.0,23.08,64.16
683,马丁是无性恋。妮可不想因为这个原因分手。她想尝试改善一下他们的关系。,Martin想和Nicole谈谈他们的关系 Nicole很生气 因为她不想分手,49.06,27.45,22.64,67.37
684,迈克怀疑他可能对什么东西有过敏反应。,Mike醒来时过敏了,16.67,9.09,16.67,60.94
685,大卫想要一个新的纹身，但他还不知道具体是什么。,大卫想换个新纹身 迈克建议要个花纹和花纹,40.0,21.05,35.0,69.17
686,威廉在做意大利面，奥莉维亚会给威廉买新鲜的西红柿，贝丝会买巧克力。,"威廉正在做意大利面,奥利维亚会买番茄,贝丝会买巧克力吃晚饭",70.18,54.55,70.18,84.21
687,在从游泳池到维特罗斯的路上，凯伦被堵住了，所以得让彼得避开这段路。彼得要到6点才离开，因为他要完成报告。凯伦一会儿就去见彼得。,"卡伦没有看到任何灯光,凯伦在瑜伽后被卡住。凯伦最早6点离开,明天为维修队完成演讲。",34.04,10.87,25.53,69.17
688,当尼克记起他们的互联网连接时，他会让马特知道。,Nick不知道Matt和Rats在互联网上有什么联系 Nick使用他的手机服务 在家里什么也不看,25.45,11.32,14.55,62.29
689,巴伦、盖布瑞尔和加文下周有一场比赛。他们的老师想参加。,加布里埃尔的导师想加入他们 他们会从他们组里增加人,37.5,8.7,25.0,68.56
690,米亚、珍妮弗、卡琳和彼得不喜欢特朗普。,米亚、詹妮弗和卡琳 震惊于特朗普的策略 吓唬少数人 把自己当作唯一的救世主,40.82,21.28,36.73,72.98
691,麦迪逊考虑购买飞往泰国的机票，因为她发现了便宜的机票，12岁以下的孩子可以享受50%的折扣。,麦迪逊今天在泰国看到了一个报价 其余是额外廉价的 12岁以下儿童可以减50%,38.36,19.72,38.36,72.23
692,蒂娜必须学习黛米的方法，即如何从讨厌男人转变成和他们约会。,蒂娜想学习如何从恨男人变成操男人 德米建议她尽快去做,46.15,24.0,42.31,73.26
693,温妮摔断了腿，短期内不会来看她。弗雷迪会让妈妈给温妮打电话。,弗雷迪忘了去看温妮和弗雷迪的保姆,32.56,14.63,23.26,68.34
694,马克、克林特和菲尔星期六7点会去看《新蝙蝠侠》。马克会买到票的。,"马克,克林特和菲尔会看到""蝙蝠侠,新开始"" 本周六七点,马克可以为他们买票",72.41,35.71,58.62,81.79
695,贝蒂的房子由于冷凝发霉了。安迪会在周五前给她寄一份工作报价。,"安迪在楼上的备用卧室和餐厅房间对铸模做了一些测试,他认为是凝结造成的,因为大多数湿润的窗户在窗户上和窗户周围固定。贝蒂建议安迪安装风扇系统,或PIV系统,通过循环空气稀释空气,从空气中取出一些水分。",18.64,3.45,10.17,62.06
696,沃伦把门锁上了。,沃伦锁上了门,92.31,54.55,76.92,88.6
697,亚伦将在会议期间在芝麻街做两场关于学校关系的讲座。克莱尔将参加正念工作坊。,Aaron正在参加一个有关Sesame街学校关系的会议。他将参加Jo关于压力和谨慎的演讲。,47.06,24.24,29.41,73.86
698,罗伯想卖掉他的房子，因为它太小了。罗伯明天要见一个朋友，他有一套公寓要卖。,"Rob想卖掉Kate的公寓, Kate一年前搬进来想要孩子, Rob的公寓太小了。 Kate的公寓小了,她有两张床。 Kate的朋友要搬到另一个城市,想尽快卖掉他的公寓。",43.96,20.22,30.77,74.53
699,埃文会让伊森来的。,埃文跟伊森谈了这个功能 伊森可能不会来 埃文会试着让伊森来,40.0,30.3,40.0,74.57
700,黛西在那不勒斯。查理回忆起他们的会面，想再见到她。他将于9月1日至5日到佛罗伦萨去看黛西。,查理在那不勒斯 他将于9月1日至5日在旧金山,54.84,46.67,48.39,75.51
701,阿黛尔还在听科德推荐的歌。科德今天会来阿黛尔家，会给她同一个歌手的整张专辑。,Adele仍在听Kode推荐她的歌。 Kode的音乐图书馆里有同首歌三年。 Kode给Adele以USB的全部专辑。 Kode将来到Adele的家。,39.47,10.81,28.95,68.51
702,麦蒂很困惑，因为莉亚告诉她伊恩在和一个叫克莱尔的女孩约会。伊恩约15年前就见过克莱尔，但他们几乎不认识。,"Leah告诉Maddie和Ian关于Claire的故事,Leah和Ian15年前第一次见面。",25.71,8.82,22.86,56.2
703,维奥莱特会预约一个脱毛沙龙，家庭方法对她不管用。,维奥莱特去附近一家蜡廊度假了 佩斯利去过一次蜡廊,26.67,13.95,26.67,65.48
704,苏西催促琳达在instagram上关注她，她答应了。,苏西邀请琳达在Instagram上跟踪她,57.14,38.46,57.14,80.61
705,肖恩提醒他们今天是交易截止日。瑞克想投票。约翰会在赛季结束后再看。,John需要QB John想玩RGIII和Brock 尼克想玩Lamar John不想玩RB或WR,7.69,4.0,7.69,57.12
706,丽莎对这种减肥法不再感兴趣了，阿米莉娅告诉她，她妈妈这样做会发胖。,Lisa的妈妈在吃疯狂的节食 她赚了5磅,17.39,4.55,8.7,60.26
707,凯莉和吉娜看了《神奇动物在哪里》，很喜欢。吉娜喜欢埃迪·雷德梅恩饰演的纽特。,卡莉和亚历克斯正在和吉娜讨论电影《奇异野兽》 吉娜上周看过,31.03,14.29,24.14,69.78
708,艾米莉最喜欢的颜色是蓝色，艾米莉亚不能和艾米莉谈论她的问题背后的原因。,艾米莉最喜欢的颜色是蓝色,53.33,51.16,53.33,80.82
709,玛丽十二月搬到了南安普敦。,玛丽12月搬到南安普顿,72.73,50.0,72.73,89.49
710,他不再是沙农、维克多、奥利弗和希德的老师了，他今天被解雇了。,他被开除并退学了,17.65,0.0,17.65,63.53
711,阿莱克斯更喜欢闪电侠，因为他的速度。,亚历克斯喜欢闪光灯 佩德罗肯定蝙蝠侠跑得很快,32.43,17.14,32.43,70.81
712,马立克给亚当发了一张人的臀部照片。马立克在商场扶梯上拍了这张照片。,Marek在商场的扶梯上 发现了一块屁股,43.48,22.73,30.43,69.7
713,丹尼尔的姐姐要来看他。丹尼尔和马克将在马克的住处碰面喝酒。,马克和丹尼尔要去丹尼尔家喝酒 丹尼尔的妹妹去汉娜,52.0,29.17,36.0,78.25
714,巴特这学期成绩不好，因为他学习不多。他花很多时间玩星际争霸。阿德里安考得好是因为上课专心听讲。,巴特的学期不好 因为他没有好好学习 艾德里安想明年再上这门课,50.7,26.09,45.07,73.35
715,玛戈特买了一瓶好酒作为南希的生日礼物。,Margot为Nancy的生日买了一瓶酒,62.07,37.04,34.48,71.87
716,艾米莉亚感谢林赛来参加艾略特的生日会。,林赛和芬莱参加了艾略特的生日派对,58.82,43.75,58.82,80.99
717,詹妮弗、杰克和里斯将于明晚在netflix上看《疯狂的麦克斯》。杰克已经看过了。,Jack和Reece明晚会和Jennifer一起看最新的电影,22.22,4.65,22.22,57.53
718,肖恩相信他的灵兽是乌龟，而蒂芙尼可能是黄蜂。,肖恩的精神动物是只乌龟,38.71,13.79,38.71,70.14
719,玛丽回来了，她的孩子苏茜很好。,亨利和玛丽很高兴看到苏西回来,44.44,16.0,29.63,70.0
720,帕蒂和格雷格的猫好转了，所以帕蒂以后会来接它。帕蒂会在下午5点左右回家。,帕蒂的猫很好 帕蒂下班后会去接猫,45.83,17.39,41.67,73.56
721,凯特正在给她和乔治买苹果。他们得等到下周才能买到橘子。,凯特在杂货店 乔治明天会给她买苹果和橘子,59.09,28.57,45.45,74.51
722,萨姆花了187英镑买的耳机，加上运费。订单第二天就应该送到。,"Sam对耳机感兴趣,耳机在Garstang有,送货费用4英镑和180英镑。",25.0,8.7,12.5,67.59
723,凯莉和玛丽将穿红裙子，玛丽也将涂红口红。,玛丽会穿红裙子和亮红口红口红,62.5,40.0,56.25,80.0
724,凯特想借艾米丽的蓝色手提包，因为她需要它参加莫妮卡的婚礼。艾米丽明天会把它带到办公室。,凯特会借Emilly的蓝皮包 参加Monica周五的婚礼,42.11,18.18,38.6,71.82
725,吉娜会到二楼的112房间来取莫妮卡的u盘。,莫妮卡有免费服务 吉娜会来莫妮卡的办公室,43.24,28.57,43.24,71.4
726,内森计划在春天买一辆自行车。他可能会把自行车放在一些特殊的挂钩上，因为他的公寓很小。内森还买了一辆固定自行车来保持健康。,"内森想在春天买辆自行车,他想把车留在走廊里",36.84,21.62,36.84,75.99
727,相比漫威，帕克和杰森都更喜欢漫画英雄阵营。杰森还在下载绿箭侠第七季最新一集。,杰森下载了第七季箭头赛的最新一集,47.06,28.57,43.14,74.05
728,迈克尔从阿根廷、巴西和智利回来了。他下周末回去波士顿。迈克尔不喜欢他的工作，他打算辞职离开伦敦。凯最近很忙。她12月8日有个会议。,"迈克尔从阿根廷,巴西和智利回来的路上。他下周末在波士顿。迈克尔找到了一张便宜的票,但很冷。迈克尔厌倦了去伦敦。凯12月8日有个会议。",67.83,53.1,62.61,84.01
729,卡罗将在星期三下午6点收集多余的水果。,Jacob会在星期三下午6点 从Carol的花园里取水果,59.46,45.71,59.46,79.65
730,卢卡希望莫莉更加努力。,这是愚蠢的季节。,0.0,0.0,0.0,56.01
731,珍妮特的厨房里有老鼠。,妈妈想听珍妮特的消息 她厨房里有老鼠,74.07,64.0,74.07,81.46
732,劳伦斯的文章快写完了，麦迪逊今天就要。,劳伦斯还没写完他的文章 他几分钟后就会回来,48.65,28.57,37.84,74.33
733,茱莉亚回来后会给罗纳德打电话，他有事要告诉她。,朱莉娅的父母在争吵吃饭的地方 她不想再和他们一起吃饭了 她回来后会给罗纳德打电话,47.46,35.09,40.68,73.94
734,阿加塔有了新工作，她正在学习编程，她喜欢编程。吉多不懂她发的facebook帖子，因为他对avascript一无所知。,Agata的丈夫抱怨她的新工作。,20.0,8.33,12.0,63.57
