model,test_index,ref_event_id,model_event_id,alignment_score,weak_match,ref_speech_act,model_speech_act,ref_speech_category,model_speech_category,ref_intended_meaning,model_intended_meaning,ref_actor,model_actor,ref_action,model_action,ref_object,model_object,ref_recipient,model_recipient,ref_evidence,model_evidence,intended_similarity,action_similarity,evidence_similarity,error_type
aya32b,319,,2.0,,,,emphasis,,,,Stressing the urgency of the matter.,,null,,null,,null,,Steve,,it's important,,,,extra_model_event
aya32b,346,2.0,1.0,0.5331644144144145,False,plan,invitation,commitment_plan,suggestion_invitation,Gemma plans to invite Timmy and possibly his date.,inviting Timmy and his date to an event,Gemma,"Timmy, Gemma",invite,attending,Timmy and his date,the event,Timmy and his date,null,there's u and ur date,"Well, there's u and ur date :)",0.5711169861202908,0.09333333333333332,0.879144385026738,
aya32b,346,3.0,3.0,0.7447222222222223,False,plan,suggestion,commitment_plan,suggestion_invitation,Gemma is thinking of inviting Lona and Michelle.,suggesting inviting Lona and Michelle,Gemma,Gemma,invite,inviting,Lona and Michelle,Lona and Michelle,Lona and Michelle,Timmy,I was thinking about Lona and Michelle,I was thinking about Lona and Michelle.,0.6799999999999999,0.25,0.9954545454545455,
aya32b,346,4.0,5.0,0.8545223549764827,False,admission,admission,other,other,Gemma admits that she wants to attend Lona and Michelle's wedding receptions.,admitting she wants to attend Lona and Michelle's wedding receptions,Gemma,Gemma,attend,attending,their wedding receptions,wedding receptions,,Timmy,I want to come to their wedding receptions,Fine! I want to come to their wedding receptions!,0.8456112852664577,0.27999999999999997,0.934841628959276,
aya32b,346,1.0,,,,information request,,,,Timmy asks Gemma who she wants to invite.,,Gemma,,invite,,guests,,,,Who do u wanna invite?,,,,,omitted_reference_event
aya32b,346,,2.0,,,,uncertainty,,,,expressing doubt about bringing a date,,Timmy,,bringing a date,,null,,Gemma,,"Not sure about the date, but I'll be there :)",,,,extra_model_event
aya32b,346,,4.0,,,,teasing,,,,teasing Gemma about inviting Lona and Michelle to their weddings,,Timmy,,inviting,,Lona and Michelle,,Gemma,,Still thinking ur getting invites to their weddings?,,,,extra_model_event
aya32b,355,1.0,1.0,0.643859649122807,False,congratulation,praise,other,other,Ann congratulates Sue and Julie for doing well.,Acknowledging Sue and Julie's achievement.,Sue and Julie,,did great,,,,,"Sue, Julie","Congratulations!! You did great, both of you!","Congratulations!! You did great, both of you!",0.3808988764044944,0.0,1.0,
aya32b,355,2.0,5.0,0.6659782608695652,False,suggestion,suggestion,suggestion_invitation,suggestion_invitation,Ann suggests having a small celebration tonight.,Proposing a celebration.,"Ann, Sue and Julie",,celebrate,have a little celebration,their achievement,tonight,,"Sue, Julie",Let's have a little celebration tonight!,Let's have a little celebration tonight!,0.44472222222222224,0.16470588235294117,1.0,
aya32b,355,3.0,6.0,0.6228146392838337,False,commitment,acceptance,commitment_plan,agreement_confirmation,Julie agrees to attend the celebration.,Agreeing to the celebration.,"Ann, Sue and Julie","Sue, Julie",attend,be in,celebration tonight,,,Ann,I'm in me too!!!,I'm in me too!!! aww,0.6511940298507463,0.12727272727272726,0.8888888888888888,
aya32b,355,,2.0,,,,acknowledgement,,,,Expressing gratitude for Ann's praise.,,,,,,,,Ann,,"Thanks, Ann",,,,extra_model_event
aya32b,355,,3.0,,,,relief,,,,Relieved the task is completed.,,,,,,,,,,I'm glad it's over!,,,,extra_model_event
aya32b,355,,4.0,,,,appreciation,,,,Appreciating Ann's kind words.,,,,,,,,Ann,,"That's co cute of you, girl!",,,,extra_model_event
aya32b,367,1.0,1.0,0.7185534591194969,False,update,Inform,inform_update,inform_update,Steve tells his mum that the dishwasher has arrived and been installed.,Inform Mum that the dishwasher has arrived and been installed.,Steve,Steve,report installation,installed,dishwasher,dishwasher,Mum,Mum,the dishwasher has turned up yes they did a good job,hiya the dishwasher has turned up,0.8318181818181818,0.175,0.6129411764705882,
aya32b,367,2.0,4.0,0.49611747137879547,False,evaluation,Praise,other,other,Steve says the dishwasher looks nice and is quiet.,Express satisfaction with the appearance and noise level of the dishwasher.,Steve,,is pleased with,,dishwasher,dishwasher,,Steve,its nice and quiet I am thanks mum,looks really nice yes it does its nice and quiet,0.3182,0.0,0.44254742547425474,
aya32b,367,,2.0,,,,Inquire,,,,Ask if the installation was successful.,,,,,,,,Steve,,good did they install it for you,,,,extra_model_event
aya32b,367,,3.0,,,,Confirm,,,,Confirm that the dishwasher was successfully installed.,,,,,,,,Mum,,yes they did a good job,,,,extra_model_event
aya32b,367,,5.0,,,,Inquire,,,,Ask about the capacity of the dishwasher.,,,,,,,,Steve,,is it a 12 place setting one?,,,,extra_model_event
aya32b,367,,6.0,,,,Reply,,,,Confirm the capacity and express satisfaction with the purchase.,,,,,,,,Mum,,"I think so, not that I ever have 12 for dinner lol no every other I'm glad you are pleased with it xx",,,,extra_model_event
aya32b,393,1.0,1.0,0.640479302832244,False,question,question,question_request,question_request,Marika asks whether Lara is coming today.,Inquire about Lara's attendance today.,Lara,,come,,,,,Lara,Are you coming today?,Are you coming today?,0.2766877637130801,0.0,1.0,
aya32b,393,2.0,2.0,0.5428571428571428,False,confirmation,affirmation,agreement_confirmation,other,Lara confirms that she is coming today.,Confirm her attendance.,Lara,Lara,come,coming,,today,,,Yes!,Yes!,0.18064516129032257,0.21,1.0,
aya32b,393,,3.0,,,,expression of joy,,,,Express happiness about Lara's confirmation.,,,,,,,,Lara,,Great!,,,,extra_model_event
aya32b,417,1.0,1.0,0.843274244004171,False,request,request,question_request,question_request,Miranda asks Stephanie to cancel tomorrow's meeting.,Cancel tomorrow's meeting.,Miranda and Stephanie,Miranda,cancel,cancel,tomorrow's meeting,tomorrow's meeting,,Stephanie,could we cancel tomorrow's meeting?,could we cancel tomorrow's meeting?,0.6233333333333333,1.0,1.0,
aya32b,417,2.0,3.0,0.5296783625730994,False,explanation,explanation,commitment_plan,commitment_plan,Miranda explains that she has to work.,Provide reason for needing to cancel.,Miranda,,work,,,,,Stephanie,I have to work,I have to work :(,0.21199999999999997,0.0,0.9661290322580645,
aya32b,417,,2.0,,,,question,,,,Inquire about the reason for cancellation.,,,,,,,,Miranda,,again? what happened?,,,,extra_model_event
aya32b,432,1.0,1.0,0.7671682861810989,False,information request,request-information,question_request,question_request,Javier asks Judie for tattoo parlors with English-speaking employees.,Inquire about tattoo parlors with English-speaking staff.,Judie,,recommend,asking for recommendation,tattoo parlor,,Javier,Judie,do you know any tattoo parlors over here with English speaking employees?,Hey do you know any tattoo parlors over here with English speaking employees?,0.6111111111111112,0.1852941176470588,0.9646666666666668,
aya32b,432,2.0,2.0,0.540625,False,recommendation,provide-information,suggestion_invitation,inform_update,Judie recommends Warsaw Ink.,Suggest a tattoo parlor named Warsaw Ink.,Judie,,recommend,giving recommendation,Warsaw Ink,Warsaw Ink,,Javier,there's Warsaw ink,Oh there's Warsaw ink,0.439262187088274,0.21,0.8802197802197802,
aya32b,432,3.0,6.0,0.5601592097060375,False,decision,decision,other,other,Javier decides not to get a tattoo at Warsaw Ink because it is too expensive.,Decide to get a tattoo in Colombia instead due to the cost.,Javier,,get tattoo,making decision,tattoo in Colombia,,,,it was a 1000 let me just get a tatttoo back in colombia,"let me just get a tatttoo back in colombia then, thx",0.372739651416122,0.08399999999999999,0.7597222222222223,
aya32b,432,,3.0,,,,request-further-details,,,,Ask for more information about the recommended tattoo parlor.,,,,inquiring,,,,Judie,,the name sounds neat... have you had a tattoo done there?,,,,extra_model_event
aya32b,432,,4.0,,,,negative-answer,,,,Indicate that she hasn't gotten a tattoo there but her girlfriend has.,,,,denying personal experience,,,,Javier,,nope but my gf has,,,,extra_model_event
aya32b,432,,5.0,,,,request-visual-evidence,,,,Ask for a picture of the tattoo done at Warsaw Ink.,,,,requesting photo,,,,Judie,,got a pic?,,,,extra_model_event
aya32b,433,1.0,1.0,0.6199048834241967,False,compliment,compliment,emotion_social,emotion_social,Sam compliments Jessica and Michael's hotel.,expressing admiration for their hotel,Jessica and Michael,,own,,nice hotel,hotel,,"Jessica, Michael",You own a really nice hotel,"You own a really nice hotel, guys 😊",0.2737373737373737,0.0,0.9048387096774193,
aya32b,433,2.0,5.0,0.47939709390587726,False,confirmation,confirmation,agreement_confirmation,agreement_confirmation,Sam confirms that he will arrive at the hotel on August 15 around 2 p.m.,confirming their arrival time at the hotel,Sam,Sam,arrive,arriving,hotel,hotel,,,on the 15th of August around 2 p.m.,Yep! We’ll be at the hotel around 2 p.m.,0.36605644546147975,0.25,0.5116666666666667,
aya32b,433,,2.0,,,,inquiry,,,,asking about the status of their hotel room reservation for next month,,,,checking,,hotel room,,Michael (implied),,How is our hotel room set for next month?,,,,extra_model_event
aya32b,433,,3.0,,,,confirmation,,,,confirming that they expect the best arrangement from the manager,,,,,,hotel room arrangement,,Sam,,"you’re damn right, Sam",,,,extra_model_event
aya32b,433,,4.0,,,,question,,,,asking about Sam's arrival date and time,,,,inquiring,,arrival details,,Sam,,are you coming on the 15th of August?,,,,extra_model_event
aya32b,442,1.0,1.0,0.8139534883720929,False,accusation,accusation,other,other,Terence accuses Daniel of taking his money.,Terence accuses Daniel of taking his money.,Terence,Terence,accuse of stealing,accusing,Daniel,Daniel,,Daniel,"You took my money, didn't you?","What the hell, Danny. You took my money, didn't you?",1.0,0.2153846153846154,0.7435975609756097,
aya32b,442,2.0,2.0,0.609469696969697,False,denial,denial,other,other,Daniel denies taking the money and is offended by the accusation.,Daniel denies taking Terence's money.,Daniel,Daniel,deny stealing,denying,money,taking the money,Terence,Terence,Why would I I'm not a thief,"What, your money?? Why would I",0.5308823529411766,0.24499999999999997,0.4350877192982456,
aya32b,442,3.0,5.0,0.5405241651402001,False,apology,apology,emotion_social,emotion_social,Terence apologizes after finding the money elsewhere.,Terence apologizes and admits he was wrong.,Terence,Terence,found,apologizing,money,accusing Daniel,,Daniel,I'm sorry I've just found it,"Oh shit, I'm sorry, I've just found it. Forgot I'd placed it elsewhere last month",0.4044642857142857,0.0875,0.5512450851900395,
aya32b,442,4.0,6.0,0.5885714285714285,False,express emotion,expression of upset,other,other,Daniel is upset.,Daniel expresses that he is upset.,Daniel,Daniel,upset,expressing upset,,,,Terence,"Yeah, oh-fucking-course I am","Are you upset
Daniel: What do you think?? Yeah, oh-fucking-course I am",0.6573333333333333,0.6,0.59,
aya32b,442,,3.0,,,,insistence,,,,Terence insists that Daniel took his money.,,Terence,,insisting,,Daniel took the money,,Daniel,,Don't play dumb,,,,extra_model_event
aya32b,442,,4.0,,,,anger expression,,,,Daniel expresses anger at being accused.,,Daniel,,expressing anger,,,,Terence,,"Are you calling me a liar, Terry??",,,,extra_model_event
aya32b,499,1.0,1.0,0.9272759882344501,False,offer,offer,commitment_plan,commitment_plan,Natacha offers to pick Charles up at the RER.,Natacha offers to pick up Charles at the RER station.,Natacha,Natacha,pick up,pick up,Charles,Charles,,Charles,i can come and pick you up at the RER,"hi, i can come and pick you up at the RER.",0.9157894736842105,1.0,0.9468957203134418,
aya32b,499,2.0,2.0,0.5305113697021457,False,update,acceptance,inform_update,agreement_confirmation,Charles says he has landed and expects to arrive around 5:30 p.m.,Charles accepts Natacha's offer and informs her of his estimated arrival time.,Charles,Charles,arrive,arrive,RER,5:30pm,,Natacha,I just landed i'll arrive about 5:30pm,so nice. I just landed. I think i'll arrive about 5:30pm.,0.25664335664335663,1.0,0.8,
aya32b,499,3.0,3.0,0.9056919855320771,False,instruction,request,other,question_request,Natacha asks Charles to call her when he reaches Vesinet station.,Natacha requests Charles to call her when he reaches Vesinet station.,Charles,Charles,call,call,,,Natacha,Natacha,call me when you'll be at the station Vesinet,"ok, call me when you'll be at the station Vesinet.",0.9200135685210312,1.0,0.9473684210526316,
aya32b,499,,4.0,,,,acknowledgement,,,,Charles acknowledges Natacha's request and thanks her.,,,,,,,,Natacha,,thanks. see you,,,,extra_model_event
aya32b,528,1.0,2.0,0.45281525903714803,False,explanation,providing information,commitment_plan,inform_update,Ann explains that she is still at school because she has extra math classes.,Explain why she is unavailable and when she will be free.,Ann,,attend,,extra math classes,,,Meg,i have extra math classes,i have extra math classes,0.3402105263157894,0.0,1.0,
aya32b,528,2.0,4.0,0.5574440052700922,False,availability update,stating availability,inform_update,other,Ann tells Meg that she will be home at 7.,Inform Meg of her expected arrival time at home.,Ann,,be home,being home,7,,,Meg,i will be home at 7,i will be home at 7,0.3625665286812537,0.6132352941176471,1.0,
aya32b,528,,1.0,,,,asking for information,,,,Inquire about Ann's availability to meet.,,,,,,,,Ann,,still at school?,,,,extra_model_event
aya32b,528,,3.0,,,,asking for a specific time,,,,Request a meeting time.,,,,,,,,Ann,,so when can i meet you?,,,,extra_model_event
aya32b,532,1.0,1.0,0.6204922418405565,False,information request,requesting information,question_request,question_request,Pete asks Jen which yogurt flavor she wanted.,asking for the preferred yogurt flavour,Pete,,request,,yogurt flavor,yogurt flavour,Jen,Jen,What flavour yogurt did you want again?,What flavour yogurt did you want again?,0.25952380952380955,0.0,1.0,
aya32b,532,2.0,2.0,0.42442541685443896,True,preference,providing preference,other,other,Jen wants pear yogurt only if it is available.,"specifying a preference for pear yogurt, with an alternative of no yogurt if pear is unavailable",Jen,,want,,pear yogurt,pear yogurt,,Pete,Pear but only if they've got it,Pear but only if they've got it. Otherwise don't worry about it.,0.38546478873239437,0.0,0.7073684210526315,
aya32b,532,3.0,4.0,0.3635922330097087,True,condition,refusal,other,other,Jen tells Pete not to buy any yogurt if pear is unavailable.,rejecting the idea of any other yogurt flavour and suggesting no yogurt at all if pear is not available,Pete,,not buy,not getting yogurt,yogurt,any yogurt other than pear,Jen,Pete,If they don't have pear just don't get anything at all,I don't like any other flavour. If they don't have pear just don't get anything at all then.,0.42768652285770825,0.4,0.7520075578649033,
