,reference,prediction,rouge1,rouge2,rougeL,bs_f1_raw
570,爱米丽在医生的办公室里。有一个修女和一个瞎眼的疯子在等她。,艾米莉在等她的医生 一个修女和一个瞎子陪着她,66.67,43.48,58.33,80.48
571,弗兰克将帮助莎拉和玛丽搬运给某人的水族箱礼物。,丽莎 莎拉和玛丽要带儿子去水族馆 弗兰克会帮他们,50.0,33.33,31.82,73.63
572,马里奥想让康纳外出时给他带一桶kfc的薯条，而马里奥会自己掏钱。,Mario会从KFC带一桶薯条给Conor,41.03,16.22,25.64,65.16
573,迪蒂昨晚回来了。英嘉有个给迪蒂的包裹。英嘉今天下午6点下班回来，迪蒂会来取包裹。,"迪蒂昨晚回来,因加在圣诞节前为迪蒂拿了包裹 迪蒂下午6点左右会到因加那里拿",50.7,31.88,42.25,78.16
574,切尔西今天下午赢了哈德斯菲尔德的一场比赛。伊瓜因两度得分。达米安很高兴，他希望这将是切尔西的转折点。,"Damian为Higuain感到高兴,因为他两次得分 与Huddersfield对决。Jacob和Mason没有看比赛。",25.0,8.57,11.11,60.27
575,杰会借钱给乔买活动的门票，露丝和波莱特会陪着他们。,Jay会借钱给Joe买票的 Jay已经说服Ruth和Paulette陪他,47.62,15.0,42.86,63.26
576,罗宾昨晚喝了太多啤酒，失控了。她今天感觉好多了。,Robyn昨晚喝多了 今天好多了,62.5,33.33,62.5,72.85
577,艾伦会在开罗待几天。只要他注意一点，他可以在两次航班之间到短暂地逛一下这座城市。,"亚伦在开罗有一架连接航班,可能离开机场几个小时才能通过时间。亚当只去过几个国家。",29.73,8.33,21.62,65.87
578,吉诺想听听蕾妮的穿搭建议。她给了一些提示，让他看起来不那么像一个服务员，并建议他穿黑色裤子、白色衬衫和棕色鞋子。,"Renee建议他穿黑色裤子和黑鞋,Gino决定穿蓝色裤子和棕色鞋子。",39.47,29.73,36.84,74.86
579,詹姆斯会在6点15分去接理查德。,詹姆斯6点15分会接理查德,92.31,66.67,84.62,89.5
580,迦勒给艾拉发了一张玛雅的照片，让她看看玛雅在学校话剧中扮演老鼠的装扮。,Caleb给Ella寄了一张 玛雅服装的照片 学校剧本,50.98,28.57,47.06,72.41
581,马可到了之后会在出席表上签名。,Javier提醒Marco在抵达时签署出勤表,29.63,0.0,22.22,66.73
582,米歇尔和乔希明天晚上去看电影的计划仍然可行。乔希七点会去接米歇尔。,Josh和Michelle明天晚上7点去看电影,45.45,28.57,40.91,67.94
583,亚兹和塔妮娅星期五8点左右去酒吧。苏菲打算在大学毕业前和男友分手。塔妮娅四个月后要去曼彻斯特。亚兹想在埃克塞特学医，所以她需要高分。,Yaz和Tania将于星期五8点在酒吧见面。,23.68,13.51,21.05,65.89
584,当安娜得知我们文明的历史时感到失望，黑色幽默使她振作起来。,"Anna研究了很多,她觉得很沮丧 Jerry试图寻找积极因素",8.33,0.0,4.17,61.23
585,杰克斯在bulls eye平台上玩扑克，赚了些钱。罗宾将在杰克斯推荐的网站上阅读游戏攻略。,"杰克在公牛眼平台玩过几次扑克牌,他赚了几块钱,把罗宾的链接送到一些好网站",49.28,17.91,46.38,76.15
586,塞尔吉奥需要很长时间为乌尔里希的婚礼准备演讲稿。他要谈论他们长期的友谊，要发表演讲，他很紧张。拉尔夫肯定会没事的。,塞尔吉奥为乌尔里希的婚礼准备了演讲稿 他会谈谈他多年来的好朋友,56.1,37.5,53.66,77.3
587,爱德华明天不想去出差。劳伦压力很大，因为他们的老板要跟他们一起去。凯特觉得会没事的。会有客户见面会和展览会。,"爱德华,凯特和劳伦明天要去出差 老板和他们一起去,他们要去博览会",64.1,36.84,43.59,76.51
588,罗伯特给加布里埃发短信，安排他下午3点在办公室与达莱克见面前与他聚会。但是加布里埃尔一个月前就离职了，现在在家，所以他们今天不会见面。,Gabriel一个月前就辞职了 Robert来看他的老朋友了 Gabriel在家看她接下来要做什么,23.91,13.33,19.57,60.45
589,苏珊的演讲是场灾难。贝基发烧了，汤姆会去学校接她，然后带她去他妈妈家。他一会儿要回办公室。,贝琪发烧了 汤姆会带她去他母亲家,43.64,30.19,43.64,77.05
590,伊森和里奥要在21点11分去见索斯塔弗。诺亚也想去，但他可能得工作到很晚。,Leo和Ethan周三21点11分会去看索尔斯塔菲尔 诺亚可能得工作迟到,57.63,31.58,57.63,72.05
591,玛伦半小时后就要去镇上了。她将给丽塔买一件礼物——凯泽的带黄色花纹的丝巾。它的售价为39，巴利和玛伦一人出一半钱。,半个小时后Marleen会去镇上给Rita买礼物 Barry会给她最贵的,36.11,14.29,33.33,64.86
592,卢卡斯、约那坦和达伦要去喝点啤酒。,约翰坦、达伦和卢卡斯晚上要喝啤酒,80.0,28.57,53.33,85.14
593,赞德拉的女儿塔姆明天过生日。派对在特里西娅家开，所以欧文会骑自行车送生日蛋糕。赞德拉负责装饰，特里西娅负责食物，还有一个公司负责装饰外面的景点。,"桑德拉的女儿生日派对是明天,蛋糕还没准备好,所以Tricia会派Erwin骑自行车去买。桑德拉必须做装饰品。食品和外部旅游景点将由一家公司组织。",53.23,27.87,38.71,77.05
594,拉弗和莎拉都不记得给劳拉回复，但她还是成功了，莎拉和劳拉都在林内特。,莎拉没有从劳拉那里得到任何答复 劳拉在一个叫琳娜特的异国岛上,33.33,10.34,30.0,64.85
595,亚当十分钟后要参加考试。,亚当10分钟后要参加考试,90.91,80.0,90.91,95.22
596,莉娜有她的钥匙。保罗回家的时间比他想的要晚。保罗15分钟后会给莉娜打电话告诉她发生了什么。,保罗会晚于他料想的回家 他15分钟后会给莉娜打电话,59.38,41.94,50.0,78.01
597,奈杰尔昨晚去了费利克斯·拉班德在巴黎的演唱会， 鲍勃也喜欢他。,鲍勃和奈杰尔就像费利克斯·拉班德 昨晚奈杰尔去了巴黎的音乐会,72.73,49.06,50.91,81.42
598,在埃弗顿的足球比赛中，一只可爱的小黑猫钻进了球场。,一只猫侵入了古迪森的球场,40.0,12.12,34.29,75.07
599,杰森叔叔为尤恩的毕业感到高兴。,尤恩毕业了,42.11,23.53,42.11,71.37
600,丹尼尔、迈克尔、马特和布莱恩将前往克罗地亚、波斯尼亚和黑塞哥维那。他们在打包。迈克尔提醒他们带上护照，因为波斯尼亚和黑塞哥维那不在欧盟之内。他们将前往莫斯塔尔和波斯尼亚的山区。,"丹尼尔,马特和布莱恩要去波斯尼亚和黑塞哥维纳 布莱恩会打包他的护照",43.24,33.03,41.44,77.8
601,罗斯想唱卡拉ok，钱德想录下来玩。,罗斯和钱德勒今晚去唱卡拉OK 钱德勒会录下一切 罗斯会唱乔治·迈克尔,45.45,33.33,45.45,69.16
602,波比和哈里喜欢里斯本。波比不喜欢聚会，但她喜欢旅行和观光。哈里喜欢聚会、旅游和观光。,"罂粟和哈利更喜欢里斯本 而不是派对 因为他们不喜欢人群, 醉酒的人和噪音。他们也更喜欢观光。",38.96,24.0,38.96,73.59
603,布鲁克要盖尔过来看看昨天发生了什么。,Gyle正在去见Brook的路上,0.0,0.0,0.0,52.78
604,凯特、米丽娜和里贾娜的演讲进行得很顺利，三个人来听他们的演讲。,凯特和瑞金娜的演讲有很好的反馈 只有3个人来听,52.0,29.17,48.0,77.4
605,芭芭拉、肖恩和扎克今晚在芭芭拉家见面。肖恩会把狗带来的，肖恩和扎克会在这里过夜。,扎克正要去拜访芭芭拉 肖恩会过来过夜,41.51,27.45,41.51,71.19
606,奎恩和凯尔今晚要出去，凯尔在复活节离开学校给他叔叔打工。奎恩的父母想让他重修普通中等教育证书。凯尔的哥哥会给他们买烟酒。他们的朋友柯斯蒂在和内森·贝克约会奎因和凯尔约6点在俱乐部外见面。,"Kyle为Kev叔叔工作,想在砖砖厂实习。 Quinn有GCSES。 Kyle会请他弟弟给他们拿些伏特加和香烟。他们将在6点在俱乐部外碰头。",32.84,15.15,28.36,69.18
607,迪克打算在弗兰克附近买一套公寓。迪克和弗兰克将在30分钟后参观公寓。,迪克在32号楼找公寓 弗兰克30分钟后会来看的,47.06,28.57,47.06,75.68
608,米娅和史蒂文想在八点钟吃点中国菜。,Steven和Mia晚上八点会合吃中餐。,35.71,7.69,35.71,69.51
609,马歇尔邀请莉莉和他一起看netflix。,Marshall今晚不能出去 莉莉会过来陪他看Netflix,34.48,14.81,34.48,66.88
610,詹姆斯对他的教练很生气，已经给他发了信息。托尼认为教练很好，尽管他很烦人。,James出局是因为教练 他已经发短信给他了,44.0,16.67,28.0,66.82
611,普莉希拉对斯图很生气，因为他的朋友亚历克斯没有给她提供合适的软件。她只好在网上买。,"Stu有麻烦,因为他的IT朋友Alex下载了 Open Office 和其他程序,并把它们放在CD上而不是光盘上。 Priscilla在网上购买了软件。",31.33,17.28,24.1,67.69
612,海伦会帮丽塔一个忙。她将对打捞行业进行调查，以了解他们是否有任何公共关系问题。,丽塔想知道更多关于 Salvage工业的主要业务 海伦会重复检查是否有公关问题,41.79,18.46,32.84,68.48
613,金杰需要吃一些甜的东西。菲利斯正在烤馅饼。金杰很快就会来找菲利斯。,Ginger会来Phylis买点糖吃她的派,19.51,5.13,9.76,59.95
614,安东尼不能在9点和罗伯特见面，因为他那时有约会。,Robert和Anthony在9点左右碰头喝啤酒 Anthony晚上和Andrew一起去 Anthony要和他的女人约会,26.92,12.0,26.92,62.84
615,纳特正在工作，完成后会给吉尔打电话。,"吉尔无聊了,需要找份工作 内特下班后会打电话给她",57.89,27.78,36.84,73.43
616,杰克今年拿到了第一个totw ，汤姆的团队并不出色。,Jake今年刚拉了第一个TOTW 他一两场比赛就会试他 但他不适合他的队伍,40.82,21.28,36.73,66.03
617,罗斯玛丽和维多利亚想在这个周末录制唱片。罗斯玛丽没有笔记本电脑，而维多利亚的平板电脑没有足够的内存来记录。罗斯玛丽会向别人借一台笔记本电脑，然后再回来找维多利亚。,"Victoria和Rosemary这周末会录制鼓声。Rosemary没有工作笔记本电脑,所以他们需要向某人借一台。Victoria有一个2gb的牌子,但是它运行着10扇窗户。",34.38,15.87,28.12,67.31
618,凯斯送给外孙乔丹20英镑和一张生日卡，作为他11岁生日的礼物。,乔丹准时拿到生日卡和钱 他喜欢托马斯坦克引擎,33.33,13.04,25.0,65.72
619,简大约会迟到10分钟。亚历克斯在左边的入口处等着，他们要去参加一个会议。这可能是简和亚历克斯最后一次接触他们的机会了。,Jane会迟到10分钟 她忘了拿影印本的文件 艾丽克丝会在左门等她,32.1,15.19,24.69,65.53
620,肯的日子不好过。,肯今天很沮丧 压力很大,11.76,0.0,11.76,60.61
621,菲尔收到了迪安娜的一张卡片，康斯坦丁很开心。菲尔有副墨镜。蒂娜在后面收音机上面找到的。迪安娜和菲尔也不知道他们属于谁。菲尔会留着这副墨镜的。,君士坦丁很开心 迪安娜在收音机上方的空位 发现一副墨镜,40.45,27.59,33.71,71.63
622,爱丽丝的爸爸要来呆一个月，装修乔的房子。金的妈妈和爱丽丝的父母星期六会来这里。爱丽丝和金将在周五8点后爱丽丝上完瑜伽课后见面。,爱丽丝的爸爸要过来 给乔的家装饰一个月 金和爱丽丝将在周五晚上8点后见面,62.37,41.76,53.76,81.02
623,对杰西卡来说，最恐怖的地方是巴勒莫的僧帽猴地下墓穴。,"杰西卡告诉凯莉她去过最恐怖的地方,在意大利的巴勒莫",54.17,39.13,50.0,74.32
624,玛丽亚想做自由职业者。斯宾塞是个艺术家。中介和社交媒体帮助他获得新客户。他每月挣1000英镑左右。斯宾塞鼓励玛丽亚发展自己的才能，尝试做自由职业者。,"Spencer有很多佣金。 他每月在佣金和税收前工作约1 000英镑。 他在咖啡馆工作16小时,每周余下时间都在画插图。 他明年想兼职,但一年都不允许。",14.75,5.0,9.84,64.42
625,蒂姆想为他的同事组织一个棋盘游戏之夜。乔有一些关于从哪里开始的好主意和提示。,"Joe经营当地俱乐部, 向他提供如何组织这次活动的一些建议。",22.95,6.78,16.39,65.35
626,理查德、霍利和安妮的项目将于12月15日到期。安妮和理查德将于明天下午3点在第8街的星巴克见面。霍利不在城里，但她今晚会做一些调查并发送给他们。,"Richard和Anne的工程将于12月15日到期,明天下午3点后将在第8街的Starbucks开会,",48.42,34.41,46.32,73.91
627,古尔敦得了流感。他感觉好多了。古尔敦希望他周三能回到大学。罗斯和他的球队赢了最后一场比赛。,"Gurdun在流感后感觉好点了。他可能在本周,但明天不会回来。他的团队赢得了最后一场比赛。三个月前,Gurdun和Russ也感染了同样的流感。",53.76,26.37,43.01,74.85
628,利奥、查理和奥利弗正在看一个奇怪恶作剧的视频。查理有矛盾的感觉。利奥和奥利弗非常喜欢视频的怪异部分，尤其是3:24和5:24处。,Leo给Charlie和Oliver送了一段有趣的视频,17.39,5.97,17.39,59.2
629,妈妈和塞萨利亚互送圣诞祝福。,妈妈和塞萨利亚祝彼此圣诞快乐,74.07,56.0,66.67,85.23
630,jp不想玩，因为到了上班时间了。,萨马拉与JP没什么新消息可分享。,7.41,0.0,7.41,55.28
631,迈克尔不能在晚上8点之前离开办公室，所以他不能见汤姆。迈克尔明天会给汤姆打电话。,迈克尔今天不能来 他晚上8点前不能离开办公室 明天他会打电话给汤姆,79.41,48.48,61.76,82.64
632,丹想让凯文在上班的路上给他买个三明治。,凯文在去上班的路上会给丹买个三明治,85.71,60.61,80.0,86.99
633,西蒙和查理钦佩波兰的反移民政策和捍卫自身价值观和利益的方式。,"西蒙和查理正在讨论欧洲当前的政治局势,他们讨论了波兰的局势,他们同意波兰是最后没有受到无控制的移徙和恐怖主义破坏的国家之一。",27.27,13.95,25.0,66.66
634,蒂莉应该在4点前回家，但她被留堂了。学校应该通知她的父母，但是没有。山姆要回家了。蒂莉40分钟后回家。她到时会给山姆打电话。,Tilly不得不去拘留 她40分钟后回家,23.53,15.15,23.53,61.58
635,格洛丽亚和梅尔计划星期六在梅尔家吃烧烤。他们很高兴，因为泰德的姐姐搬到了苏格兰。梅尔需要格洛丽亚对花园设计的建议。,Gloria和Mell本周六要去Mell家吃BBQ Gloria准备食物和饮料,13.7,2.82,10.96,56.9
636,海莉还没去过i-max电影院，惠特尼想带她去看《海王》。海莉会尽量找时间的，惠特尼告诉海莉，沙德瑞克和他的女朋友要和他们一起去。,惠特尼和沙德拉克在电影院放假当天会去看《水人》 夏德拉克和他的女朋友会陪他们,47.19,29.89,33.71,74.92
637,雅各布、珍妮和乔治在互相诉说他们得到了什么圣诞礼物。,Jacob在圣诞节得到了一个拳击手 Jenny得到了训练鞋 George得到了一个烹饪锅,22.64,11.76,15.09,60.26
638,林肯弄坏了哈德森的马桶座圈。哈德森会更换铰链。林肯不用偿还哈德森。,林肯打破哈德逊的厕所座位 他会买新的,29.79,8.89,29.79,74.09
639,凯瑟琳会在11点左右带她去凯拉那里。,Katherine早上11点左右带她过来 Kayla11点结束,37.5,33.33,37.5,70.51
640,马丁打算帮洛雷娜组装一张新桌子。他明天要去她家。,他今天帮不了她 但他明天会的,28.57,12.12,22.86,64.18
641,艾米允许埃弗雷特把她的号码给拉尔夫。,拉尔夫向埃弗雷特索取艾米的电话号码 埃弗雷特上周在酒吧介绍他认识艾米,48.0,29.17,28.0,76.32
642,戴安娜不喜欢罗斯把工作放在首位，而不花时间陪她。,罗斯今晚要工作两个小时 Diane想做点什么,25.64,10.81,25.64,59.12
643,艾德、瓦莱丽、里斯、罗、艾妮、杰西卡、马特都在嘲笑没有婚姻的性爱的罪恶。,Ed认为性爱是已婚者的事 只能生育,18.18,4.76,13.64,58.34
644,格雅和克里斯蒂娜准备在格雅的工作室见面，讨论拍摄的事情。克里斯蒂娜倾向于星期三和星期五。,Cristina和Gaya下周将开会讨论拍摄事宜。他们将于周三和周五在Gaya工作室会面。,42.25,17.39,28.17,72.34
645,马特和托尼想明年7月去波兰听邦·乔维的音乐会，趁着门票还未售罄，他们打算花250波兰兹罗提买票。菲尔会考虑的，然后告诉他们。,"马特、托尼和菲尔想去,最便宜的机票从250兹罗提开始。",39.47,13.51,31.58,67.09
646,丹成功做了一顿烧烤，并将通过splitwise分摊账单。他让没有吃的人退出去。,丹和赫拉尔多自己煮了饭,10.26,0.0,10.26,60.9
647,卡米拉和哈珀同意今晚点餐看电影。,卡米拉和哈珀今晚会看丑陋的真相 哈珀会从他们上次提到的餐厅 订一顿饭,42.55,26.67,38.3,72.85
648,亨利和彼得参加生日聚会要迟到了。迈克尔和瓦内萨在路上了发生了一起严重的事故，彼得不知道他们什么时候能赶到。亨利可能会比彼得先来。,Michael和Vanessa在路上了 但Peter被堵在路上了,16.0,8.22,16.0,56.1
649,卡伦的三星s8过热了，所以他要去店里修理。,"Callan的三星S8过热,然后它需要一段时间才能重新开始。他要去商店让他们看到它。",41.51,31.37,41.51,71.02
650,迈克在伦敦。,麦克在伦敦,80.0,75.0,80.0,87.34
651,安德里亚的儿子病了，她请了一天假带他去看医生。,"Andrea今天不能上班,因为她儿子生病了 Patrick会照顾他几天",37.21,9.76,23.26,65.38
652,菲尔花了很长时间才完成圣诞采购，但他可能把所有东西都弄到手了。他一小时后到家。菲尔到的时候，他的苹果派就在烤箱里。,菲尔在店里 他找不到停车位 所以他排了一大队 Nancy会给他做个苹果派,34.57,7.59,24.69,63.63
653,派珀今晚就能拿到钱。客户喜欢派珀的工作，并希望与她长期合作。,布莱恩的经理今晚会把钱寄给派珀,28.57,10.0,23.81,65.08
654,里奇和克莱看了一场非常精彩的足球比赛，一个足球运动员把球铲回自己的脚边，特别刺激。何塞信任那个球员。,波格巴在第一个60分钟后得分,6.78,3.51,6.78,54.58
655,西比尔很生气，因为她不能预订从明尼阿波利斯到巴黎的航班。法航设法解决了这个问题。,"Sybille的儿子昨天不能拿到他的航班, 所以她要求推迟航班。 Sybille在从明尼阿波利斯飞往巴黎的第29次AF3581航班的网上注册上遇到问题。 她很生气, 因为航班是由德尔塔航空公司经营的。 她请法国航空公司与德尔塔美国联系。",40.94,25.6,25.2,73.77
656,娜塔莉、哈丽特和劳拉将预订今天的机票。,娜塔莉亚 哈丽特和拉拉 今天会订班机,72.73,38.71,66.67,82.72
657,汉斯请斯莱德带球来训练。,汉斯想让斯莱德现在来练习 斯莱德会带球来,60.0,35.71,53.33,81.64
658,在妹妹21岁生日时，霍尔特向他的女朋友们征求礼物的建议。翠娜推荐化妆品，而祖拉推荐dvd或丛书。,霍特21岁 他想给他妹妹买一套DVD 和一些化妆品,36.07,13.56,19.67,67.24
659,乔治娅发来一张照片，罗克珊娜和萨默都建议乔治娅买下它。,格鲁吉亚将戴它给各方。,5.71,0.0,5.71,59.35
660,麦莉累了，明天不想工作。,米莉明天不想上班,55.56,37.5,55.56,81.87
661,格雷格要求尼娜在他出差期间为他提供两天住宿。,Greg要去BG出差 他将在Nina家住两晚 尼娜会接他下班,47.62,10.0,23.81,67.06
662,阿迈勒和阿米尔看了碧昂斯的微博，觉得她很棒。,Amal喜欢Beyonce的推特。,7.41,0.0,7.41,59.68
663,亚历克看到美国的达人秀，他发了个链接给亚莉克莎。,Alexa没看过上届美国有才华的人 她喜欢参加比赛的女孩 Alec认为她可能会赢,18.87,3.92,18.87,60.45
664,凯利还没有收到租金，因为约翰把钱汇错了银行帐户。他将去银行解决这个问题。,John把钱寄到44 -1278号 但钱去了别人的账户 约翰明天得去银行 问问他们能否重新寄到正确的账户,32.88,11.27,21.92,66.7
665,詹姆斯要去上班，所以他不看比赛。,詹姆斯会去工作。,38.1,21.05,38.1,79.02
666,莉莉安已经告诉他们她在海伦那里。,莉莉安在海伦家 因为她的手机电池没电了,42.42,25.81,36.36,69.04
667,佛莱迪会在学校的音乐会上演唱，并给西蒙发了3首伴唱曲目。,弗雷迪将在星期五的学校音乐会上唱歌。他将给西蒙送三个他喜欢唱的曲子。西蒙也将弹吉他。,46.15,19.05,43.08,79.47
668,汤米乘公共汽车。他和韦恩一起度过了一个愉快的周末。他们将在晚上交谈。,"他妈妈没有从车站接他,所以他不得不搭公车。他的父母在路上。汤米喜欢周末。他们晚上会再来一次。",38.89,17.14,27.78,71.18
669,特雷弗晚上九点会去托拜厄斯家见他。,Tobias和Trevor9点在Tobias的酒吧碰头 喝杯啤酒,6.25,0.0,6.25,53.6
670,奥特姆已缝好衣裳。,"以色列还没有缝任何东西。 秋天已经一个月没有检查测试了, 因为衣服不会自己缝合。 以色列很快就会看到整件衣服。",10.71,0.0,10.71,64.02
671,弗朗西斯刚从福斯日回来。她和费迪南以及她的狗艾登在一个农场的房子里呆了一个星期。,"弗朗切斯从沃斯日回来,她在那里度过了愉快的一周,没有花很多钱。她在当地做饭。",41.67,14.29,36.11,70.46
672,宝拉过不了游戏的637级。她要去网上找找通关方案。,"不管她做什么,她都过不了637",30.3,12.9,24.24,63.79
673,卡卢姆和伯大尼怀疑你作为一个电脑调查员是否能挣8万。卡卢姆和伯大尼无法想象一整天都在接待顾客。,有个广告要给电脑调查员工作 付8万元 贝瑟尼对此很怀疑,34.29,17.65,25.71,66.5
674,杰基的姐姐怀孕比她计划的早了两年。杰基担心她的经济状况。,杰基的妹子怀孕了 杰基的妹夫为她担心,55.81,24.39,46.51,72.93
675,肖恩从不起床上早课，他至少要听一次才能拿到笔记。,"Mike, Joseph和Sean明天早上去上课 他们都做笔记,不想和Sean分享",31.11,9.3,22.22,61.49
676,安娜夜里胃疼得厉害，但她不知道其中的原因。她的妈妈乔安娜会用新鲜的薄荷叶为她做热茶。,"安娜胃痛,她吃麦片,牛奶和香蕉吃早餐 乔安娜会给她拿热茶 带些新鲜薄荷叶",45.07,23.19,36.62,72.91
677,在多尔夫的提醒下，齐格勒明天会把护照带来。,齐格尔明天会带护照来,68.97,29.63,55.17,78.67
678,凯特和杰夫在楼下接待处旁边的一个房间里。有位女士正在做杏仁蛋糕。,杰夫和凯特在接待处旁边的小房间里 凯特注意到一个女人做了蛋糕,71.19,38.6,54.24,82.5
679,拉里必须再次阅读电子邮件，随后和柯尔斯滕一起作出决定。柯尔斯滕得说服她丈夫。柯尔斯滕想邀请杰米和约翰参加。拉里和柯尔斯滕准备在大厅里摆放烛台。,"Larry和Kirsten将对保险问题进行投票,他们会向Jamie和John征求他们的意见。",4.3,0.0,4.3,57.3
680,得有人把狗带出去。克洛伊今晚想去找梅根，而她爸爸今晚要加班。克洛伊必须回家把狗放出来，然后她就能见到梅根了。,克洛伊今晚要去梅根家 她爸爸今晚要加班,50.75,36.92,47.76,75.55
681,娜塔莉的钱包在她房间里。,娜塔莉的钱包在她房间里,100.0,100.0,100.0,95.96
682,罗伯在找菲尔。罗伯需要跟他谈谈。菲尔明天早上会到他的办公室来。,菲尔出城了 罗布明天早上想见他,38.1,20.0,38.1,71.15
683,马丁是无性恋。妮可不想因为这个原因分手。她想尝试改善一下他们的关系。,马丁是同性恋 他想和妮可分手,50.0,23.81,40.91,73.91
684,迈克怀疑他可能对什么东西有过敏反应。,Mike醒来时过敏了,16.67,9.09,16.67,60.94
685,大卫想要一个新的纹身，但他还不知道具体是什么。,"大卫想买个新的纹身,但不知道该买什么 迈克会和他一起去买一个",65.31,46.81,57.14,77.33
686,威廉在做意大利面，奥莉维亚会给威廉买新鲜的西红柿，贝丝会买巧克力。,奥利维亚会在晚饭后 买些新鲜番茄和巧克力,48.98,21.28,40.82,74.52
687,在从游泳池到维特罗斯的路上，凯伦被堵住了，所以得让彼得避开这段路。彼得要到6点才离开，因为他要完成报告。凯伦一会儿就去见彼得。,"从游泳池到Waitrose的路上,有一条路被封锁,车厢到处是。 Peter明天必须为修理小组做一个演讲。 艾琳希望他这样做,因为Joe上次做了坏事。",30.91,12.96,21.82,68.45
688,当尼克记起他们的互联网连接时，他会让马特知道。,马特和尼克不知道他们有什么互联网连接 尼克通常使用他的手机服务,58.82,32.65,39.22,74.72
689,巴伦、盖布瑞尔和加文下周有一场比赛。他们的老师想参加。,男爵 Gabriel和Gavin下周要参加比赛,38.89,17.65,27.78,68.62
690,米亚、珍妮弗、卡琳和彼得不喜欢特朗普。,"米亚,彼得和卡琳 担心唐纳德特朗普",64.52,34.48,45.16,81.33
691,麦迪逊考虑购买飞往泰国的机票，因为她发现了便宜的机票，12岁以下的孩子可以享受50%的折扣。,"麦迪逊看到了泰国的报价,票价很高,但其他票价更便宜,12岁以下儿童可减50%。",47.22,22.86,41.67,76.49
692,蒂娜必须学习黛米的方法，即如何从讨厌男人转变成和他们约会。,Tina想见Patrick Demi建议她和男人冷静一下,14.29,5.0,9.52,58.14
693,温妮摔断了腿，短期内不会来看她。弗雷迪会让妈妈给温妮打电话。,南娜摔断了腿 所以弗雷迪得去看温妮了,45.45,28.57,40.91,74.94
694,马克、克林特和菲尔星期六7点会去看《新蝙蝠侠》。马克会买到票的。,"马克,克林特和菲尔 周六7点会去看""蝙蝠侠"" 马克会为他们买票",83.02,66.67,83.02,87.32
695,贝蒂的房子由于冷凝发霉了。安迪会在周五前给她寄一份工作报价。,"安迪在贝蒂的空闲卧室和餐厅房间对铸模做了一些测试,他认为是凝结造成的。他建议安装风扇系统,或PIV系统,通过空气传播空气,稀释和吸收空气中的水分。安迪将通过电子邮件向贝蒂发送一份详细的工作引文。",25.86,8.77,18.97,66.29
696,沃伦把门锁上了。,沃伦锁上了门,92.31,54.55,76.92,88.6
697,亚伦将在会议期间在芝麻街做两场关于学校关系的讲座。克莱尔将参加正念工作坊。,"克莱儿和亚伦要去参加一个有关学校关系的会议,亚伦要做两个讲座,他将成为东道主。克莱尔将参加乔的团队合作研讨会。",51.16,30.95,39.53,79.7
698,罗伯想卖掉他的房子，因为它太小了。罗伯明天要见一个朋友，他有一套公寓要卖。,"罗布想卖掉他的公寓,因为房子太小了 他和他的搭档不能生孩子",53.33,31.03,40.0,77.86
699,埃文会让伊森来的。,埃文跟伊森谈了这个功能 伊森可能不会来 埃文会试着让他来,41.18,18.75,29.41,73.48
700,黛西在那不勒斯。查理回忆起他们的会面，想再见到她。他将于9月1日至5日到佛罗伦萨去看黛西。,"黛西在那不勒斯,她昨天一大早乘渡轮,她正和罗马、佛罗伦萨和威尼斯见面,她9月1日至5日飞往圣弗朗西斯科,查理想再次见面,查理将乘火车前往佛罗伦萨。",50.47,32.38,37.38,76.85
701,阿黛尔还在听科德推荐的歌。科德今天会来阿黛尔家，会给她同一个歌手的整张专辑。,Adele仍在听Kode推荐她的歌曲。,30.43,13.64,26.09,66.83
702,麦蒂很困惑，因为莉亚告诉她伊恩在和一个叫克莱尔的女孩约会。伊恩约15年前就见过克莱尔，但他们几乎不认识。,Ian在1500年前就抛弃了Claire,14.04,7.27,14.04,56.69
703,维奥莱特会预约一个脱毛沙龙，家庭方法对她不管用。,维奥莱特去度假了 她和大猩猩一样毛茸茸 Paisley去过一次蜡廊 她不喜欢,31.37,16.33,31.37,64.37
704,苏西催促琳达在instagram上关注她，她答应了。,苏西叫琳达在Instagram上跟踪她,59.26,40.0,59.26,78.45
705,肖恩提醒他们今天是交易截止日。瑞克想投票。约翰会在赛季结束后再看。,"约翰需要个QB John想找拉玛杰克逊,但他有免责条款。约翰明年也许可以完全放弃QB规则。",15.15,3.12,9.09,62.92
706,丽莎对这种减肥法不再感兴趣了，阿米莉娅告诉她，她妈妈这样做会发胖。,Amelia的妈妈在吃疯狂的节食 她赚了5磅,17.39,4.55,8.7,60.26
707,凯莉和吉娜看了《神奇动物在哪里》，很喜欢。吉娜喜欢埃迪·雷德梅恩饰演的纽特。,"吉娜上周看到了,她很喜欢 亚历克斯想和莱恩一起度过这个周末",30.51,10.53,27.12,65.42
708,艾米莉最喜欢的颜色是蓝色，艾米莉亚不能和艾米莉谈论她的问题背后的原因。,艾米莉亚不能告诉艾米莉 她最喜欢的颜色是什么,62.96,50.0,40.74,79.0
709,玛丽十二月搬到了南安普敦。,玛丽12月搬到南安普顿,72.73,50.0,72.73,89.49
710,他不再是沙农、维克多、奥利弗和希德的老师了，他今天被解雇了。,他两天前被开除 被退学了,21.62,0.0,21.62,63.32
