,reference,prediction,rouge1,rouge2,rougeL,bs_f1_raw,bs_f1_rescaled
141,Chris and Tom are planning a meeting at Chris' place. Chris has a Jacuzzi in his garden. Chris has WiFi and can bring his TV outside. Tom has a low internet limit whenever he's outside of Ireland.,Chris invites Tom and his brother for a jacuzzi in his garden. They will bring swimming trunks and watch TV in the living room. Chris has WiFi.,46.15,19.05,30.77,90.68,44.76
142,Ela is not taking Harry's phone calls. Cindy calls Ela at Harry's request.,Cindy will call Ela and tell her Harry needs to talk urgent.,22.22,0.0,22.22,89.41,37.26
143,"Mike didn't have time to take the dog for a walk, so Adam will take it with him.",Mike didn't take the dog for a walk. Adam will take him with him.,82.35,62.5,82.35,96.19,77.44
144,Murphy is going to Poanań on Tuesday and coming back on the same day in the afternoon.,Murphy is going to Poanań on Tuesday in the afternoon.,74.07,64.0,74.07,96.16,77.24
145,Gaia has 6 exams this semestre. One is very difficult.,Gaia has 6 exams this term. Only one of them is hard.,63.64,40.0,63.64,95.52,73.47
146,Mr. Williams invites Ms. Blair for a coffee. They will go to her favourite coffee place near the square in a side alley at 2 p.m.,Mr. Williams and Ms. Blair are going for a coffee at 2 pm.,45.0,26.32,45.0,93.21,59.77
147,Serena's skin condition is fine now and she doesn't have to take medication. Tina has a similar condition but takes medication on a daily basis. Tina can call Serena if she has questions. ,Jeff's skin condition is fine. Tina has the same condition and takes meds on the daily. Jeff will tell Tina to call him if she has any questions.,59.37,22.58,53.12,94.03,64.63
148,"Kristina, Estefania and Jannette are watching America's Top Model.","Kristina, Estefania and Jannette are watching America's top model on tv.",90.91,90.0,90.91,97.19,83.32
149,Daniel is going to Bologna today. He has to transfer there for a further flight. He will stay at the airport for two hours. Simone will visit Marco in December.,Daniel is coming to Bologna this fall. He will stay 2 hours at the airport. Simone may come in December for a weekend.,60.38,31.37,49.06,93.38,60.79
150,Mike will call Dale back in 2 hours.,Mike can't talk right now. He will call Dale back in 2 hours.,72.73,60.0,72.73,94.9,69.79
151,Timmy had a bad day at work. Timmy will bring some wine to Gemma's bbq at the weekend.,Timmy had a bad day at work because his boss snapped at him. Gemma is organising a barbecue at the weekend. Timmy will bring some wine and others will cover the food.,62.75,48.98,50.98,93.09,59.05
152,Pat will arrive at around 9 pm. Bart will open the door and work in the morning from home. ,"Pat has a delay, so he will come in the evening, around 9 pm. Bart will open the door for Pat. Pat will be free from work tomorrow morning. Pat is a painter.",57.69,36.0,46.15,92.4,54.95
153,Erin will meet Ashley in the restaurant for the interview. ,Ashley is at the camp. Erin will meet her at the restaurant to do the interview.,61.54,33.33,53.85,94.68,68.51
154,"Maria, Kate, Tommy and Sam are going to a conference. Tommy will use Prezi instead of Power Point. He has a Prezi subscription for $10 a month.","Maria, Kate, Tommy and Sam are preparing for the conference. Tommy will prepare a power point. Tommy is paying $10 a month for the prezi.",65.38,40.0,53.85,93.47,61.3
155,"Maxwell pays Jeanice for 8 hours of babysitting and is grateful he found her. His son argued with a friend at school, and got agressive when the teacher reacted. Jeanice hasn't noticed if he has acted strangely recently. Maxwell and Jeanice can grab a coffe some time to discuss all the issues. ",Jeanice worked 8 hours tonight. Marcus argued with a friend but they didn't fight. Marcus has been behaving in a strange way recently. Jeanice and Maxwell will meet for a coffee some time.,39.08,11.76,32.18,89.52,37.91
156,"Mike, Tom and Ben will go for a beer.","Mike, Tom and Ben are going for a beer.",77.78,62.5,77.78,98.97,93.92
157,Leah met a creepy guy last night at a poetry reading. He knew she speaks German and named all the friends who went to a past event with her. She didn't tell him any of this. He googled her before. Leah had liked a post mentioning him 2 weeks earlier. ,"Leah went to a poetry reading last night. She met a guy who introduced himself and started talking to her. At one point he asked her about an event she had attended and he named all of her friends that had come with her. He wentogled her out. He tried to walk her home, even though Leah told him that he was a creep.",52.17,14.16,29.57,90.99,46.63
158,Nicky has just left Sam's place. Her phone is off.,Nicky just left Sam's place.,70.59,53.33,70.59,95.63,74.14
159,Ken is trying to play a prank on Greg.,Ken wants his money back from Greg.,25.0,0.0,25.0,93.15,59.43
160,"Tom arrived safely, but without his luggage.",Tom will send Alexander a message when he will be in a taxi. He arrived safely but without luggages.,38.46,25.0,38.46,92.58,56.06
161,The university is throwing a carnival party for kids.,There are 5 bouncy castles in the hall and a HUGE bouncy dragon. The university organised a carnival party for children.,40.0,28.57,40.0,93.04,58.76
162,Ian is looking for his green folder. Sophie hasn't seen it but maybe Alex will know.,Ian is looking for his green folder. Sophie doesn't know where it is.,70.97,48.28,64.52,94.56,67.78
163,Simon will talk to Adrian in 5 minutes.,Simon will be free at 5.,42.86,16.67,42.86,90.49,43.65
164,Jen is about to break up with her boyfriend. Jane knew from the beginning that they were not a good match. Jane is going to support Jen.,Jen is going to tell her ex-boyfriend to move out. He's freeloading and won't give her back the money he owes her. Jen is afraid to ask him to leave. Jane advises Jen to cut her losses and move on.,31.43,8.82,25.71,90.11,41.4
165,Poppy is not going to be home tonight but she won't reveal the reason to Dean. She won't be making dinner so Dean has to get something on his way home.,Poppy is not preparing anything for dinner tonight. Dean will grab something on his way back home. Poppy won't be home tonight.,53.57,33.33,35.71,92.18,53.65
166,Gab wants to meet Kat in real life. Kat doesn't like Gab's insisting so she won't to talk to him at all.,Gab wants to meet Kat for a drink. Kat doesn't want to meet him in real life.,60.47,39.02,46.51,92.64,56.38
167,Agatha is proud of herself because she has finished her presentation in Economics. She is very interested in Economics.,Agatha is preparing her presentation for her economics course. She used recent research.,37.5,13.33,37.5,91.66,50.56
168,"Imagine Dragons have a concert at ABC Theatre on 12 July. Sally wants to go with Tim. She bought tickets, they cost 70.",Sally and Tim are going to see Imagine Dragons on 12 July at the ABC Theatre.,56.41,21.62,25.64,93.58,61.98
169,Andrew has discovered an issue with Bez's car in her absence but it seems to be ok. He will also take care of her plants until she is back on the 21st. ,"Bez's car has a low brake fluid level. Kate took it to the garage next to Willig and it was fine. Bez is in a hotel lobby now and uses a ""phone credit"". The car passed general inspection only in June. The plants in the basement are watered once a week but not too much. On the 21st Bez will be home in the evening.",31.68,10.1,19.8,87.98,28.78
170,Laura is going to visit her parents next Saturday. Keith might make a lasagne for her. Laura's mom has a birthday gift for her. ,Laura has been busy studying for a project. She will visit her parents next Saturday. Keith will cook lasagne for her.,56.52,31.82,43.48,94.11,65.07
171,Pegah is in class till 15:00. She will work from 17:00 till around 21:30. She will be back at 22:00. Miriam invited people over and wants Pegah to come. Pegah will have a cup of tea with her when she gets back. Miriam will save Pegah some wine.,Pegah will be back at 22:00. Miriam invited a few people over.,36.92,28.57,33.85,90.68,44.78
172,Robert will pick up floating balloons for Tom's birthday.,"Robert will help with Tom's birthday. Pam has to go shopping, cook and clean. She will pick up the balloons from a store in the city centre.",42.11,27.78,26.32,91.74,51.08
173,"Shelly is voluntering at a food shelter and asks if others do some volunteer work. Tracy is not into that, but Jody always does some charity for Christmas.",Shelly is volunteering at the food shelter this year. Tracy is not into that. Jody does charity work every year.,58.33,26.09,54.17,92.95,58.2
174,Jim will check out Max's latest music project when he gets home.,Max sent Jim his latest music project. Jim will listen to it when he gets home.,68.97,44.44,55.17,95.72,74.67
175,Kane recommends the new 30 Seconds to Mars album to Shannon.,Kane recommends Shannon the new 30 seconds to mars album.,95.24,73.68,85.71,90.37,42.95
176,Andy is going to visit Paul in about 1 hour.,Andy will visit Paul in 1 hour to drink coffee and talk about politics.,66.67,27.27,50.0,94.0,64.45
177,Caroline and Megan play a guessing game - they need to guess which film a quote comes from.,Caroline is close to tugging on her testicles again.,15.38,0.0,15.38,87.74,27.34
178,Josh should check the email from Ron. ,Ron sent Josh some stuff.,33.33,0.0,16.67,93.15,59.39
179,Phoebe cannot go out today because she broke a bottle of her mother's expensive perfume. Phoebe's mother is angry. The smell of the perfume in the apartment is too intense now.,Phoebe's mum is angry at her because she used her perfume and broke it.,37.5,13.04,20.83,91.91,52.04
180,Rob and Eve will meet on Sunday morning to go to the shops. Eve has something to do at about 3. ,Eve and Rob are meeting up on Sunday. Eve has some stuff to do around 3 pm.,52.63,16.67,42.11,94.45,67.1
181,Betty shares a photo of a man with a cat with Sandra. Sandra's ex wants to get back. She misses him. Betty comes over with wine at 6.,Betty and Sandra are talking about a man who takes care of animals. Sandra's ex-boyfriend recently confessed to her that it was a mistake. Betty will be at Sandra's place at 6.,40.62,12.9,31.25,91.34,48.71
182,Anna likes a new app in which you can virtually try on clothes. Peter is not quite convinced it is necessary.,Anna has an app where she can add clothes to her wardrobe. Peter doesn't understand it.,31.58,0.0,31.58,91.91,52.07
183,Dan's had an injection with anaesthesis because he got swollen. He feels it's not working though and it still hurts him.,Dan got an injection with anaesthesis. He is swollen.,50.0,20.0,43.75,93.61,62.12
184,Archie is arriving from Southampton around midnight. He will travel by bus. He will call Judah.,Archie will arrive from Southampton around midnight. He will travel to Judah's place by bus.,75.0,46.67,62.5,96.82,81.16
185,Chloe will watch the serious recommended by Biwott at the weekend.,Chloe hasn't watched the series yet. She will watch it during the weekend.,48.0,17.39,40.0,89.58,38.27
186,Lauren want's to have a small tattoo above her ankle.,Lauren wants to get a small tattoo above the ankle. Tessie knows a couple of guys who do it.,46.67,21.43,46.67,94.24,65.88
187,The toilet upstairs is blocked again. Wendy and David can't afford the plumber as Wendy spent the money on her sister's birthday present.,Wendy thinks the upstairs toilet might be blocked. She hasn't flushed tampons or pads down there. She can't afford to pay the plumber this month. She had to buy a birthday present for her sister.,45.16,16.67,32.26,91.85,51.73
188,Kaylen wants to know if there is left-hand traffic in Rowen's country. He confirms there is. She thinks she wouldn't be able to drive there.,There is left-hand traffic in Rowen's country.,48.65,45.71,48.65,92.04,52.86
